label,Anatomy,,,Isomap-theta-123,,,Isomap-theta-dist-123,,,Q,Close-To-Center-Clustering,Close-To-Center-Distance-Clustering
1255,-46,-51,4,7.468312944,25.68182011,11.94035613,-4.06197962,-4.05151101,-1.184946089,4,2,2
1256,-34,-15,-32,-15.0595114,12.33807938,-3.953698616,3.392171545,-1.045335079,0.944745258,1,1,2
1257,48,10,53,-19.01385439,-28.84787448,7.377183143,7.585308991,1.032774972,2.109959115,1,2,2
1258,-20,-3,59,45.50058803,-5.271093617,-11.11119269,-8.775506914,-0.266987157,-1.104253265,2,2,2
1259,53,-17,14,31.14090561,-10.09207687,28.65834675,-7.819139209,-1.488412811,3.974260203,2,2,2
1260,-2,-40,-24,-19.95554442,22.13355802,9.254732359,2.380307833,-1.730060593,-2.12398121,1,2,2
1261,-20,-19,-9,-0.865387925,27.07527922,23.51730012,-0.642644227,-3.778124499,-1.661583682,4,2,2
1262,48,51,10,0.299275212,-22.13785691,-43.07659474,0.497360662,8.409698635,-1.138618362,3,2,2
1263,-23,-49,0,27.39886612,27.52796607,15.80953112,-7.035469373,-3.121963169,-2.456864356,4,2,2
1264,9,32,54,-26.34689686,-26.35459165,-16.38794307,7.009817212,4.48451907,2.377589333,1,2,2
1265,1,-74,15,33.42596572,33.20678558,4.668450545,-8.514594716,-3.347888161,-2.997142282,4,2,2
1266,-58,4,19,50.93118298,-22.3871337,7.204390209,-9.331682799,1.962143122,1.57469473,2,3,2
1267,9,66,25,-36.60457976,-17.83412539,20.18302899,10.48504491,-2.499096619,1.754893385,1,2,3
1268,66,-43,23,-8.355588841,1.300860806,21.99316847,0.656887223,-5.580139416,2.768081653,1,1,2
1269,6,-24,0,8.56406507,9.814067611,7.564753387,-2.551419928,-0.567292216,1.786590043,2,1,2
1270,51,-37,57,23.69776528,-15.41170256,-33.96296618,-3.282058118,7.89869071,-1.196932225,2,2,2
1271,-7,18,59,1.284759283,-18.06597129,-13.79626306,-1.130303103,1.675034753,1.130166336,3,2,1
1272,12,-87,-6,10.99820003,47.26597418,-17.25383062,-1.67489941,-0.805161507,-4.656330856,4,3,2
1273,46,-50,-17,5.940726471,24.66678727,6.090599983,-1.831830268,-3.407671715,-2.990240352,4,2,2
1274,-44,18,-6,31.40181734,-10.0845761,4.538682571,-6.603910588,2.313055016,1.443541376,2,2,2
1275,55,7,25,42.23674262,-10.76433269,-13.5759065,-7.424966463,4.707914795,-0.27349621,2,2,2
1276,-33,0,5,22.38906321,-6.895980053,16.67679679,-5.42986506,-1.70933134,2.886765399,2,2,2
1277,58,-12,-32,-33.26927953,-24.48485413,-3.537803662,9.103331359,4.075168378,0.714924222,1,2,2
1278,36,21,-21,-34.49232857,-10.17098201,24.25971838,6.221024096,-2.086503306,3.706251844,1,2,2
1279,-48,27,36,-5.546621318,-3.165131906,-33.13545762,3.270729652,4.032719777,-0.274120202,3,2,2
1280,-24,-27,69,46.58654401,-16.57506465,7.556854762,-9.872669016,0.649644372,1.848684881,2,2,2
1281,-3,-10,63,37.39494548,-23.23743482,6.472569565,-8.388957363,0.128291075,3.329512799,2,2,2
1282,-5,-78,27,20.58585773,34.42825736,1.202909006,-8.157966781,-3.363871627,-3.56215762,4,2,2
1283,6,44,-24,-15.6241672,-34.55015403,14.80619275,3.839264346,-1.323618596,5.122806743,1,2,2
1284,-48,-20,48,44.51516939,-12.33190766,-2.048059962,-8.873230569,1.381252612,2.084774463,2,2,2
1285,-38,-60,-7,10.80679708,40.92104562,5.284580965,-2.323449547,-3.92310655,-3.533271406,4,2,2
1286,-63,-33,-6,-31.7834051,-14.21182538,-14.41122888,8.063398484,2.235445035,1.268545027,1,2,2
1287,46,55,1,-20.88706324,-23.17768787,-36.84295054,5.21248647,7.505768046,-1.007851752,3,2,2
1288,54,17,-15,24.82203816,-8.99155763,34.48862358,-4.547440565,-1.529607462,3.021321951,2,2,2
1289,24,57,33,-33.6313148,-22.70971067,7.257880013,9.457946823,1.175903313,2.902219561,1,2,2
1290,14,12,18,-7.726834814,-18.06414433,-9.011425704,0.697942485,2.18039883,1.843446193,1,2,1
1291,-26,1,-10,1.544020716,8.91935757,19.63290341,-1.569835763,-2.266373736,0.698770401,1,2,2
1292,12,-49,73,47.93345332,8.015186333,-0.041838719,-7.712402521,-0.929103585,0.834832795,2,2,2
1293,-25,51,21,-2.426081638,-15.66887435,-18.54146536,-0.645112721,1.472497749,1.297627169,1,2,1
1294,-54,-20,19,38.40783481,-6.390161806,13.65900652,-9.506988663,0.86010308,1.442781153,2,2,2
1295,26,17,54,-8.665799969,-22.22939497,-25.6915123,1.450873264,4.146496894,-0.607456135,3,2,2
1296,-8,11,15,-31.89316442,-12.42664714,-2.296382158,5.95907371,0.346370391,2.16799339,1,2,2
1297,66,-26,-20,-31.03771247,-25.58166048,-1.420735096,7.136025874,0.35034864,2.752460353,1,2,2
1298,16,7,72,26.47328671,-29.93059589,0.424828653,-3.184945574,1.896489517,3.534731708,2,2,2
1299,21,4,-24,-16.15948114,6.846997918,20.44544846,0.707990673,-1.933481198,2.052661184,1,2,2
1300,-28,-82,-16,-4.813208145,54.32392408,-24.74710465,1.846812956,-2.039938253,-6.370690513,4,3,2
1301,41,-49,45,4.283292573,-14.1931979,-44.85269542,2.407760826,7.143311664,-1.268299542,3,2,2
1302,24,-48,4,2.749928769,33.81163031,30.19294662,-1.68811439,-4.835303873,-0.784599524,4,2,2
1303,-5,51,39,-38.52625653,-13.19696027,3.653875269,7.970638192,-0.30145124,2.294815595,1,2,2
1304,58,-21,36,38.64284975,-14.38664154,-8.096029123,-8.148547645,2.494105692,1.24320587,2,2,2
1305,-39,-18,9,6.607752349,-3.171758937,30.01085399,-1.381726883,-2.637557296,2.825815762,2,2,2
1306,-27,-48,52,33.44438543,8.530958095,-25.57368794,-8.711642434,1.397495812,-3.909635722,2,2,2
1307,-13,20,-21,-29.36713695,-1.626752189,20.54583024,3.792337489,-0.177229504,2.798605483,1,2,2
1308,31,41,32,-8.65911251,-24.69811126,-6.704313691,1.406221163,0.542383187,1.6490854,1,2,1
1309,-57,1,-18,-22.87524221,2.90553392,38.56843149,5.60673426,-6.80233948,-0.590369145,1,2,2
1310,28,-1,-42,-12.73478952,8.36406255,18.97870818,3.41157955,-1.096732185,1.511082703,1,2,2
1311,0,-17,-32,-2.505321468,-2.713708639,26.16178042,0.862493964,-0.737593591,2.177912409,1,2,2
1312,-4,21,51,16.22625043,-19.57357063,-28.50329981,-3.960403538,5.486776675,0.950175575,3,2,2
1313,-48,37,20,3.637520997,-13.03169516,-39.11330527,-0.966038384,6.013170491,-0.915229751,3,2,2
1314,4,-45,16,-24.47302837,9.722334582,32.13943312,4.084284691,-3.243058349,3.029796572,1,2,2
1315,-46,-66,34,-44.61072545,6.491304428,-6.019672349,11.16450136,-0.390183912,-1.634561914,1,2,3
1316,-12,-84,-19,-17.77688022,36.22848841,-36.0145501,4.901009945,1.928695809,-5.777856809,1,3,2
1317,16,-35,43,-7.881513964,0.741456447,-4.185793671,0.289709922,-0.09169742,0.890353308,1,1,1
1318,-49,3,49,39.49533011,-5.827316078,-3.516279408,-8.35254063,0.860384087,-1.225817657,2,2,2
1319,-45,-11,-9,10.83543812,9.372349688,31.03365918,-3.686697283,-4.571051325,1.457233868,2,2,2
1320,36,-37,56,41.12035388,-12.06178563,-8.794364932,-7.06561701,1.207503007,0.867561102,2,2,2
1321,-15,37,49,-36.80130988,-13.68667035,-2.176673871,6.326447412,-0.147538782,2.91476214,1,2,2
1322,14,51,48,-42.15181577,-13.56464022,15.67953625,11.64539343,-1.335064968,0.308235516,1,2,3
1323,-29,-18,-20,-19.3718526,19.7189304,23.97601074,2.317037184,-2.745951301,2.579716127,1,2,2
1324,-37,33,2,20.64434479,-8.289982008,-5.56532418,-4.117188141,1.317950835,0.531296381,2,2,2
1325,-3,-19,6,10.77713639,3.123308007,6.154048927,-3.266700735,-0.098988397,1.184592521,2,1,2
1326,-46,-60,-15,11.45362412,33.15975606,-26.30355741,-2.918187351,0.753438043,-6.213777782,4,2,2
1327,0,-55,66,41.11557733,16.20694246,-14.55458934,-7.690646368,-1.180402747,-4.480302216,4,2,2
1328,-47,8,30,36.60246684,1.514254076,-15.19660302,-8.465438321,3.05773477,-2.101642188,2,2,2
1329,20,-75,36,15.90204887,30.95593484,-14.16164341,-5.790893181,-2.099233413,-4.211367628,4,2,2
1330,32,30,-2,-6.379882475,-15.63065144,-2.614252089,0.966331145,1.169176293,1.845811661,1,2,1
1331,3,5,72,9.548900837,-27.83546128,-2.627500778,-1.462430431,3.114938233,3.738072675,2,2,2
1332,45,-72,8,8.897729489,31.09443639,15.29415795,-0.972171719,-6.18240171,-2.639576244,4,2,2
1333,54,27,1,-25.04450402,-30.54049607,7.648648499,9.101262667,1.961814071,2.706275197,1,2,2
1334,3,62,-16,-37.5881413,-6.224818075,17.34076277,10.01492036,-3.297756237,1.370374998,1,2,2
1335,55,-3,-20,-24.4934355,-2.029757761,37.29245145,4.950226644,-6.016010306,1.07060321,1,2,2
1336,-30,-38,-11,3.047379648,36.26022224,14.67152543,-2.517820749,-3.205758015,-1.963882009,4,2,2
1337,8,36,16,-26.78087833,-24.25554233,3.981860763,5.12590655,-0.646560393,2.648069095,1,2,2
1338,13,-59,-4,10.44768502,42.93552952,12.74081958,-4.982928085,-3.564258469,-3.614241799,4,2,2
1339,-9,-7,13,-4.004491091,-0.25706725,-6.135100362,-0.00035457,2.261187123,0.635368468,1,1,1
1340,-21,-66,58,28.88667932,21.664848,-22.40438676,-7.158707666,0.12999324,-5.51454493,4,2,2
1341,-41,-24,25,31.08814886,-15.22518358,24.13867723,-5.433705206,-1.436363119,2.988866284,2,2,2
1342,28,50,41,-39.74167056,-22.50339139,-1.303386041,10.91314888,2.699864526,0.087613202,1,2,2
1343,-44,-6,-38,-26.26502987,-2.26214263,5.303420111,2.579117193,-1.256611456,1.840076553,1,2,2
1344,33,9,-28,-30.35748697,-4.717614969,35.00940339,6.31137135,-3.219167428,1.88001585,1,2,2
1345,-21,57,35,-24.22788699,-10.15795859,-10.10706343,4.92279723,1.265335875,1.440891661,1,2,2
1346,-25,-3,69,46.19299343,-19.70127334,-3.360773474,-10.77692408,1.593860502,-0.143938431,2,2,3
1347,-33,-34,65,48.18470806,-12.47501213,8.860386565,-10.47172855,0.054472578,1.735464355,2,2,3
1348,41,22,33,-19.72265137,-30.81188571,-6.413318469,6.624342827,2.421910659,1.919592931,1,2,2
1349,-43,-76,-2,1.624885227,41.88594877,11.24238277,-0.315756508,-5.686365094,-2.816188775,4,2,2
1350,51,-45,47,-19.55758243,-14.24128946,-39.5068231,4.479193978,7.649854764,-1.147753338,3,2,2
1351,39,-30,-15,-6.237466816,19.78162246,20.70152269,0.905053804,-2.562056579,0.405185779,4,2,2
1352,42,-10,21,30.94289579,-25.87799607,17.46310704,-4.955957534,0.002273921,3.468574828,2,2,2
1353,0,22,66,-28.92627672,-14.0807207,-11.56197405,8.555706255,2.449842785,0.943637917,1,2,2
1354,-20,-39,65,46.13567009,-14.47873666,2.162979658,-9.540048174,2.431645927,0.78757595,2,2,2
1355,-26,-90,5,1.293069405,51.77074223,-8.649322822,-0.849313328,-3.819298485,-4.482908306,4,3,2
1356,12,-52,35,-36.45657966,4.833435412,16.51880488,11.0141832,-3.948708459,-0.759532535,1,2,3
1357,55,-51,-35,-14.40157065,19.25335261,-20.75582505,3.007937384,1.471605942,-4.024730954,1,2,2
1358,-18,-4,-37,-24.39634114,-1.554721305,11.85781107,5.930377002,-0.937318487,0.952165911,1,2,2
1359,44,-64,19,0.604304745,27.04300109,22.95823337,-1.186383107,-6.165674869,-1.306766403,4,2,2
1360,-51,30,8,7.880533373,9.230648711,-5.741143691,-1.896815811,-0.334414398,-0.425433878,4,1,1
1361,60,-20,19,40.62467785,-6.574178632,14.57157725,-9.281360615,1.03675258,1.436054281,2,2,2
1362,21,-94,-7,-6.091486661,34.8873359,-17.93352301,0.677690102,-3.903685531,-3.775537983,4,2,2
1363,-29,50,-8,-12.24589996,-14.28645691,-33.37397625,3.020937784,5.102335449,-0.135952028,3,2,2
1364,5,-40,-36,-17.83870771,8.658793311,11.39021463,1.442863475,-0.997526952,-0.873509061,1,2,2
1365,-25,37,35,-10.50754478,-5.453302318,-3.348961462,0.614055666,-0.747427771,0.961077302,1,1,1
1366,47,-29,25,24.19428872,-22.62560562,17.2061174,-4.863882837,0.1018816,3.227654543,2,2,2
1367,3,48,10,-35.36539324,-10.11345633,2.567812752,9.540414116,-0.771681564,1.124180868,1,2,2
1368,-9,-35,69,41.23616424,-17.94199988,14.4647308,-7.260121431,-1.023734701,3.131227763,2,2,2
1369,4,66,-6,-43.49469457,-1.622567916,21.47388941,9.334328055,-3.836864698,1.490109937,1,2,2
1370,-48,-54,47,-32.806772,-6.285088894,-32.26487122,7.000358363,5.983851896,-3.233518782,1,2,2
1371,61,-35,-5,-34.72421508,-27.49246551,-5.411824346,8.60923534,4.339989103,2.591216134,1,2,2
1372,3,-60,-46,-19.89389413,0.666031792,-21.86244649,4.058015516,2.48621196,-0.589280406,1,2,2
1373,-29,5,-42,-31.40182542,12.34424222,1.847761186,4.950349084,-0.777717371,-0.22664368,1,2,2
1374,-63,-28,-10,-36.5035891,-4.963926952,-26.75339961,7.721461347,3.160732992,1.03868998,1,2,2
1375,27,1,-3,0.95208912,-12.64810903,10.33802821,-0.314648037,-0.372399631,2.799030848,1,2,2
1376,45,-60,51,-35.61132704,-16.94117588,-35.6271516,8.989065654,6.499523011,-2.78078133,1,2,3
1377,-14,11,15,-11.94985273,-9.697823849,-3.213969887,1.706731971,-0.856280637,1.265233772,1,1,1
1378,-9,-60,23,-13.53909762,35.15834721,20.22432267,2.530620055,-6.725233521,-2.171916598,4,2,2
1379,-30,-41,52,33.85135765,2.779365693,-23.6591968,-8.376786901,3.691214309,-3.44511262,2,2,2
1380,-7,-44,-6,17.76124251,39.30541824,11.79672611,-6.060342268,-2.692729902,-1.924218124,4,2,2
1381,56,10,43,14.62315623,-30.30579324,-8.973494496,-2.999601153,2.83127736,2.466806611,2,2,2
1382,37,55,-10,-24.87692769,-23.76452028,-31.12622708,5.676896881,5.055575004,1.058419866,1,2,2
1383,21,38,47,-41.91666031,-8.477207658,7.76613202,9.030834064,0.350015294,0.968113118,1,2,2
1384,-7,34,30,-15.25517946,-12.86848895,-5.956545884,3.666629368,0.471262225,1.35340544,1,1,2
1385,-36,12,-30,-27.45504075,-2.744840797,39.35772359,5.105800433,-3.967357047,2.322174403,1,2,2
1386,58,-47,18,-1.472638633,9.481158215,22.56235299,0.657786191,-6.255572604,1.145509964,1,2,2
1387,41,-45,54,17.75092812,-16.12365124,-39.85593058,-3.317184568,7.301920751,-1.179910842,3,2,2
1388,5,-5,36,6.061170575,-21.97935378,6.705588715,-0.555599899,1.094004862,2.242696572,2,1,2
1389,15,35,-23,8.876160762,-33.7869407,14.31885346,-1.681356175,0.535224944,5.088294182,2,2,2
1390,-36,46,9,18.43743601,-6.744372322,-36.59698087,-3.127738072,6.222924489,-1.416060811,3,2,2
1391,40,0,-36,-22.87179905,7.893610359,20.6286819,5.356451791,-2.324877334,2.611000402,1,2,2
1392,3,25,36,14.77117644,-23.16157073,-8.924567635,-3.047524772,1.473350478,2.748057944,2,2,2
1393,-12,-72,-14,16.48857265,44.38045896,-10.35875879,-6.005063839,-1.964314753,-5.124743694,4,3,2
1394,-33,9,48,12.0427417,11.91813709,-31.14411083,0.09384381,0.136535828,-2.307154886,4,2,2
1395,-49,-37,5,-2.128590847,10.27236078,22.2380116,-0.057089048,-5.651755382,0.701072207,4,2,2
1396,-6,-8,-10,-12.81859225,12.08097944,9.481047699,-0.197960553,-0.428162469,2.727168595,2,1,1
1397,45,16,12,27.20559697,-22.83038556,-2.12038478,-4.899600938,3.186505917,2.523574063,2,2,2
1398,-13,-76,48,27.71169855,26.21597373,-21.55340469,-5.509500767,-0.33189435,-7.206746917,4,2,2
1399,23,-33,7,13.83481214,23.62399635,30.35409619,-1.93890481,-3.897889,-0.255957753,4,2,2
1400,12,60,20,-36.89835092,-20.3967801,23.49121588,8.204581249,-3.499611527,1.858804885,1,2,2
1401,-38,-73,5,4.721873918,46.23879409,8.020245867,-1.107884804,-4.961073888,-5.366976746,4,2,2
1402,-60,-3,19,45.83899265,-20.19151546,10.69502987,-9.26956809,0.488286125,2.716706783,2,3,2
1403,33,-89,17,7.886970328,55.41112976,-13.46450909,-1.977853666,-3.697424997,-5.221957813,4,3,2
1404,-44,-48,-38,-19.13732734,26.03161924,-23.20641512,5.009652219,0.380776477,-4.057046201,1,2,2
1405,-19,11,69,21.06228648,-13.16286835,-39.350529,-3.865389759,6.56003015,-2.458449886,3,2,2
1406,26,-53,68,49.66505003,-0.65080436,-12.40572862,-10.69738289,0.564929472,-2.44107761,2,2,3
1407,6,-12,11,-26.68998406,-4.314456279,-3.821617314,5.999830791,0.492664009,-0.398599508,1,2,2
1408,66,-12,1,15.91423863,-18.92364595,41.32087986,-3.816941204,-4.274311274,3.11038251,2,2,2
1409,-6,61,-7,-36.83183632,-4.878143294,22.37837458,8.323310631,-3.73586635,1.60773817,1,2,2
1410,10,33,23,-19.71707364,-21.06507993,-5.927403615,2.040909664,1.290411376,2.363715593,1,2,2
1411,57,18,27,-12.03451532,-33.43381295,-12.97104896,2.9842689,5.811060604,1.85523304,3,2,2
1412,-14,16,-2,-17.85248585,-6.905046929,2.052644293,3.468373465,-0.665066473,1.640105504,1,2,2
1413,10,-15,76,41.29815341,-27.08572214,8.051757145,-9.078589112,0.093068603,4.086884406,2,3,2
1414,-6,-54,57,43.11266734,17.73006007,-0.69944645,-7.564269364,-3.299384509,-3.815374144,4,2,2
1415,-57,-23,9,29.12436407,-14.1531106,28.80827137,-7.364783717,-1.866328888,3.314317075,2,2,2
1416,26,-69,-24,-20.94914732,33.28403276,-30.42821796,4.851286998,2.678850083,-6.077956421,1,2,2
1417,-32,-62,54,2.398001099,12.03317183,-44.62554281,0.475745692,3.781012366,-4.559775618,3,2,2
1418,-11,-10,19,-1.802785929,-10.30852061,-13.92448806,0.169996783,2.580307615,-0.085419013,1,1,1
1419,-28,30,42,-17.34663978,-13.03416979,-18.14643767,1.964851158,0.730604221,-0.746547455,1,2,2
1420,27,57,18,-22.36752111,-30.09723765,-0.12880214,5.691502233,0.6965984,3.157300967,1,2,2
1421,27,-13,-18,-33.56994081,6.422235204,33.07876456,4.717336379,-5.065868017,2.42025541,1,2,2
1422,-51,-24,-25,-12.96645421,7.00539861,-16.22815318,-1.032959033,2.136379214,0.011820713,3,1,1
1423,-37,-10,53,43.99744977,-10.19434006,7.715346998,-8.771663702,-0.773235827,0.778937137,2,2,2
1424,56,-40,40,14.26644458,-19.40168103,-30.86114988,-0.977833313,6.478033072,0.208355289,3,2,2
1425,47,0,47,27.35327113,-24.04918744,5.574491148,-3.346102032,0.008192303,3.048199778,2,2,2
1426,4,-89,15,27.53744616,20.19952987,-4.675964578,-5.563283725,-0.398551519,-0.944488144,4,2,2
1427,12,-15,50,29.34604543,-31.0137974,7.211496326,-3.575963956,-1.187425027,4.620956741,2,2,2
1428,-27,-39,-23,8.110211342,37.72752791,8.46327818,-1.542878131,-3.195603892,-3.365096425,4,2,2
1429,60,-56,31,-29.5993272,-14.6671931,6.374199592,12.30871063,1.608941678,-2.511454653,1,2,3
1430,51,13,-32,-39.41632164,-0.468043076,30.50639789,7.489656868,-4.527584184,1.541842549,1,2,2
1431,-40,-10,21,41.47068041,-17.83325619,12.76647434,-5.711804404,-0.58910147,2.810169765,2,2,2
1432,6,-24,-22,-14.46312482,16.27279791,8.258223972,3.497295932,-1.457499007,-0.919298939,1,2,2
1433,-21,-15,-19,-12.33979919,24.99136278,29.40922314,0.524051305,-3.876402351,0.549204247,1,2,2
1434,23,64,0,-28.42100766,-27.22098093,4.390923566,4.877046053,1.103559696,4.074585655,1,2,2
1435,-19,-37,-7,21.61758706,37.58152503,21.92108178,-5.455701089,-4.086277432,-2.366282251,4,2,2
1436,46,24,47,-30.51684732,-26.7516601,-12.57678323,11.14512653,5.453790708,-0.439706841,1,2,3
1437,-16,54,42,-39.21408987,-13.82411009,0.659780896,11.16943453,-0.219332415,-0.621899287,1,2,3
1438,45,-12,-24,-19.70928378,-5.478064,12.50119372,4.78924833,-2.066725869,1.701498326,1,2,2
1439,-36,-79,23,14.47746275,45.25063735,-5.279766359,-1.789999794,-3.904416426,-5.724389368,4,2,2
1440,23,12,-10,-12.01040948,-3.774992325,6.65763619,1.747991117,-0.477205169,2.940685779,1,2,2
1441,16,-56,-22,-6.615380428,20.70833721,10.11118642,0.160190455,-0.771557378,-0.454204753,1,2,1
1442,-38,58,3,-8.42317197,-17.85999952,-37.5997648,2.211123768,8.048700976,-2.726346544,3,2,2
1443,34,-62,57,15.32802422,7.993700719,-41.77226993,-1.365065336,6.088055018,-3.977138985,3,2,2
1444,-36,27,52,-34.76052727,-6.693052967,-32.63629903,8.160958293,6.766687417,-0.747779538,1,2,2
1445,-37,15,29,26.69615551,-0.41855444,-4.962424183,-2.859247767,-0.44914063,1.203188099,2,2,2
1446,39,-36,-29,12.26704986,29.77134675,-3.661402598,-2.871970198,-0.589375033,-1.710068549,4,2,2
1447,-23,-90,-7,-3.109673236,55.45787357,-15.44304098,1.644373562,-3.881634801,-5.295529665,4,3,2
1448,-42,-27,53,47.89069108,-7.45054996,-3.389884105,-9.278822496,0.56227151,1.161624273,2,2,2
1449,9,38,-2,-41.7855996,-4.443365407,21.32178997,5.917849842,-2.181850916,2.698714541,1,2,2
1450,-8,-8,69,39.1300477,-15.25134816,2.284854842,-8.283538035,0.136763068,1.51120738,2,2,2
1451,36,-48,-31,-4.430185099,28.78085727,-16.7829126,-0.631227762,0.075434825,-4.093936019,1,2,2
1452,-12,66,25,-33.64864005,-17.22476561,8.686254542,9.092005508,0.177795668,2.478179301,1,2,2
1453,-41,-51,24,-23.24941682,17.19557601,16.2516068,5.163918616,-4.572497057,-0.060991693,1,2,2
1454,17,4,65,19.93523218,-29.080396,-2.684132602,-3.845613473,0.421285397,3.961719059,2,2,2
1455,3,26,-12,-21.87117353,-21.64902272,19.91789361,3.926653046,-1.534657493,4.453852293,1,2,2
1456,-46,46,-1,16.88231193,-17.14086272,-37.5041851,-2.447466587,8.377835412,-1.756133073,3,2,2
1457,11,-62,-42,-32.99937825,19.8178012,-24.54817973,6.988521488,2.018480897,-5.159040615,1,2,2
1458,29,-83,34,15.98676911,41.00569819,-15.43957071,-4.096716658,-2.870057054,-6.2700348,4,2,2
1459,-9,-87,28,31.17223818,37.77981425,-3.93742632,-8.357148097,-2.534989103,-4.583429294,4,2,2
1460,-24,34,-17,-16.9563125,-27.77544364,8.332053723,1.504284387,0.652371911,2.830120003,1,2,2
1461,42,8,6,35.63083608,-14.37259501,6.027485496,-8.391693406,1.795169963,1.659187016,2,2,2
1462,33,-46,-4,2.396917832,46.89803204,18.51599579,-2.940633605,-4.73362979,-2.520064643,4,2,2
1463,3,58,11,-40.93063979,-8.389133353,15.41230349,10.16171084,-2.887868184,1.870953644,1,2,2
1464,-56,-2,-26,-46.67678092,-5.920868237,20.59926734,9.632250714,-3.086509247,2.087071715,1,2,2
1465,67,-20,25,39.21696887,-7.971104768,2.973770434,-9.491244456,2.563013592,0.192226233,2,2,2
1466,-23,68,12,-41.27161304,-6.731801001,-8.181461771,7.233948331,0.790595888,0.042015181,1,2,2
1467,-3,28,62,-40.44168679,-17.66144384,1.454050259,8.21522465,2.537569184,2.159848486,1,2,2
1468,-60,-10,33,41.9675547,-26.03155807,1.349960538,-8.790210196,1.628260897,2.106393354,2,2,2
1469,17,-11,-18,-31.42687026,5.163485396,12.78214321,4.011759365,-1.812258634,1.333713471,1,2,2
1470,-40,-49,-16,7.861116221,37.45787299,5.073079449,-1.801878403,-4.836886754,-3.166835591,4,2,2
1471,9,-36,46,-21.15961411,-10.27480361,-3.593500732,5.991877191,-1.645590194,0.706060213,1,1,2
1472,4,-55,15,-34.33903194,9.314819331,28.95074586,7.594688689,-4.561428599,0.909972907,1,2,2
1473,60,4,-14,-9.501031458,0.139005035,41.24068091,3.649070236,-5.997798287,1.327049466,1,2,2
1474,40,62,5,-23.85459743,-23.06577311,-33.65634195,6.519126755,6.825591005,-0.635342396,1,2,2
1475,-45,19,-13,21.68819827,-8.279745981,20.96738852,-2.792569964,0.397029459,3.253785963,2,2,2
1476,17,23,11,-24.26701314,-9.457303226,-8.508740534,3.085266597,0.773107992,2.659385728,1,2,2
1477,-33,40,30,28.71442029,-12.92271484,-24.77974733,-6.434890086,4.225596507,-1.187310095,2,2,2
1478,-54,-17,-20,-37.36968303,-4.639968767,-5.368442959,5.699645159,0.21990673,2.112299747,1,2,2
1479,-22,16,52,5.624226532,-6.130350176,-31.4760175,0.277253588,1.97064558,-0.409651287,3,2,1
1480,24,-15,72,37.90173348,-25.58212844,5.057570196,-7.365506648,-0.565667707,3.83690948,2,2,2
1481,-4,44,4,-35.89777765,-13.78628961,18.78641086,7.970839976,-2.188779283,1.800345298,1,2,2
1482,42,-72,26,-8.241464372,34.45676841,10.02187531,2.461377083,-4.623310909,-4.15841036,4,2,2
1483,-6,-26,-34,-2.880574777,7.54118376,19.4807293,0.417258223,-2.786273001,1.213117873,1,2,2
1484,-4,4,3,-5.09103046,-13.0563231,5.849808226,1.172162122,-0.442249571,2.407484267,1,1,1
1485,32,-9,2,0.575194637,-7.033451363,13.87319245,-1.617159248,-0.096045843,2.613588781,2,2,2
1486,-17,-53,-16,10.09585351,45.38077065,4.291147289,-3.615336633,-2.222951116,-3.938377371,4,2,2
1487,-63,-16,3,33.62164561,-17.19574008,28.43313635,-5.644025922,-2.041374118,3.923320668,2,2,2
1488,-12,-6,-26,-31.77784402,6.418029174,26.04524429,5.340019702,-2.723715567,0.138887233,1,2,2
1489,58,-24,-18,-29.64423015,-13.64262018,2.086018686,7.345967538,0.37016047,2.238469566,1,2,2
1490,13,48,11,-41.12267718,-18.88496167,8.112305562,9.548017656,-1.029023583,0.923496314,1,2,2
1491,15,12,63,-5.513297999,-26.37241221,9.403903232,1.436451765,0.208924324,3.604969719,1,2,2
1492,27,21,-14,-23.96977151,-14.87330151,26.19337547,3.081970409,-2.791711463,3.32869086,1,2,2
1493,4,-69,-2,23.10448467,35.91240262,10.60414941,-3.60124054,-3.669479504,-0.534200949,4,2,2
1494,42,-14,57,27.32217969,-31.70083113,22.71227514,-5.548684292,-0.718877133,4.182208407,2,2,2
1495,-50,-27,21,37.7512648,-7.931335734,18.74368814,-9.11364744,0.236793838,2.600186673,2,2,2
1496,64,-2,-16,-35.95379379,3.944261708,39.93898165,9.125172264,-4.86781608,1.594173856,1,2,2
1497,-14,-24,-22,-7.917928872,14.80988774,15.79964605,-1.273457025,-2.816819475,-0.332689775,1,2,2
1498,50,-45,23,-10.13734986,-2.263578085,24.65530303,2.1469322,-4.721951072,2.895581118,1,2,2
1499,-34,12,3,36.56057194,-6.352143032,7.614232219,-9.323858461,2.274740962,1.808182821,2,2,2
1500,12,-45,0,-10.66304365,33.65232662,30.08558853,0.679926377,-5.339902758,-0.813675722,4,2,2
1501,-30,1,-22,-6.796589681,16.25453636,32.60882856,-0.534801704,-3.551158748,1.056981967,1,2,2
1502,-45,-60,-21,-4.151421382,34.5130691,-39.72897392,1.086217954,0.942022417,-6.641230928,4,2,2
1503,-11,-21,45,37.49740431,5.106629059,0.39674043,-7.88531726,-1.676822321,0.273666606,2,2,2
1504,42,8,47,-12.52338558,-20.2258977,2.664771103,3.15164075,-0.048209883,3.622111812,1,2,2
1505,-60,-36,36,15.32094579,-18.70587412,-32.87007233,-3.205756452,6.149776819,-2.380276022,3,2,2
