label,Anatomy,,,Isomap-25,,,Isomap-50,,,Isomap-75,,,Isomap-100,,
445,-8,45,15,-742.8524518,-3008.358481,-2593.97489,-520.5602203,-2068.32943,2545.725225,-231.180057,-1953.334091,-2582.704961,-220.6264375,-1607.009894,2662.796224
446,-57,-48,25,32.89771627,-1078.301111,3978.52066,-249.9787879,-1783.994345,-3010.019319,-361.4903493,-1571.245851,2670.947488,-360.374297,-2003.415922,-2109.546971
447,33,-28,61,896.6883474,5086.237796,437.3351072,1189.229498,4196.490571,-1786.883181,803.7865231,3951.596933,1865.607948,657.1725657,3652.118403,-2299.670533
448,20,-52,-3,-2497.148807,277.6778235,690.4780896,-2382.782501,210.4001693,-791.6393741,-2345.983415,-100.0902412,729.1659152,-2269.035201,-283.715733,-687.3712394
449,18,67,-8,1447.822653,-2306.862521,-3517.993515,1429.814511,-1136.798719,3878.757908,1419.080811,-1050.948783,-3380.042305,1554.466598,-539.2764888,3174.254637
450,11,-25,54,3600.222693,1467.248543,1129.11857,3212.593013,1394.723867,-1366.219149,2745.48262,975.068731,1453.171429,2657.805066,625.563562,-1545.047824
451,-25,47,45,3559.994009,-3889.319142,-353.8258588,3984.113486,-2894.045912,1320.652271,3742.269089,-2624.18263,-1403.247424,3678.240271,-2140.478432,1664.601367
452,-41,15,-18,-2164.24315,-1960.394839,1182.757146,-1998.80713,-2247.017744,-512.9453524,-1784.5242,-2149.978984,158.1064217,-1659.09982,-2216.577824,-105.7695372
453,-3,-9,75,3417.579002,587.977018,1351.307161,3217.357583,504.348956,-1373.959108,2794.802588,496.8009083,1445.387618,2667.185291,108.2343032,-1347.796453
454,-37,-8,-32,-1798.386933,-2243.206266,854.7247429,-1467.231347,-2196.253045,-253.5030927,-1248.180948,-2135.522202,24.92683067,-1147.735508,-2153.399542,345.6841197
455,-32,-4,52,4462.794121,-2060.370658,2569.954463,3829.029401,-2604.788444,-2004.285695,3618.015767,-2440.568076,1461.819305,3581.924291,-2549.981947,-1079.416198
456,67,-45,16,-453.9485459,3214.691032,-1669.508619,-662.7233272,3316.931781,1224.124585,-473.0143412,3251.338401,-963.3168836,-554.8083394,3386.791183,264.8117878
457,57,-54,44,1459.201754,5557.014288,-770.5758281,1498.875875,4875.806249,-646.5111663,973.8484167,4716.351015,811.0917768,1252.500993,4379.477483,-1706.961571
458,-48,-34,-21,-2196.486188,-1821.585442,1551.464705,-2012.388936,-1824.745057,-899.2798201,-1890.821558,-1701.101383,721.9711882,-1739.836019,-1924.637268,-411.0872732
459,66,-9,-12,-2658.138388,1035.994784,-1575.187,-2292.081615,1350.637428,1110.021993,-2264.489445,1233.539023,-968.6492423,-2285.079389,1164.523168,788.9997307
460,54,-6,35,2288.941161,3525.829755,-3102.083197,2311.189639,3763.997909,2477.417285,2471.203398,3675.20156,-1799.020392,1602.365217,3786.025284,1395.115973
461,44,-41,-31,-2622.967964,560.7728733,307.9356401,-2463.586227,637.7784201,-606.4231941,-2460.907751,221.8276157,484.034626,-2378.050584,10.50453048,-492.9209759
462,8,-83,18,-1628.272432,2518.646264,2111.042882,-1517.735547,1497.487491,-2341.506335,-1675.410079,1059.011172,2080.759871,-1509.757889,771.2881671,-2218.814424
463,2,61,2,533.0881903,-2528.379719,-2991.385998,633.7073735,-1800.235471,3432.744499,1010.431477,-2066.593043,-2945.284147,845.7064025,-1242.886767,3055.267147
464,15,41,53,4661.277777,-487.1080699,-2504.134353,4465.238881,-195.3039807,1826.437928,3851.856866,37.48742747,-1876.14845,3873.223055,561.997246,1710.602354
465,-27,-59,-32,-2374.453203,-285.9400193,1482.753229,-2135.362673,-404.3885003,-1348.626172,-2078.994441,-558.5919765,971.2651008,-1972.966655,-779.1880643,-815.079452
466,12,-56,53,1507.942834,3401.890035,2311.08908,887.6422211,2314.290905,-2805.461594,711.8419504,2036.780362,2831.005299,453.0262762,1668.861269,-3106.816198
467,33,-58,-30,-2663.618509,462.7564674,404.4855769,-2469.018165,552.6202617,-558.5140405,-2541.62868,353.6501576,542.9387901,-2488.971485,-5.676716467,-573.5079604
468,54,-12,-24,-2926.867428,836.3570874,-1394.435103,-2517.296536,1270.153533,945.5904277,-2369.966813,1083.675395,-1018.978366,-2344.695863,1138.600149,793.9468047
469,-54,5,-24,-1664.510916,-2217.09144,1222.814835,-1379.420353,-2414.365931,-661.5560163,-1270.41617,-2073.007524,345.9370339,-1151.165644,-2097.571416,79.95435764
470,34,63,1,907.2730374,-573.5580318,-5008.310604,756.5472636,709.6047691,4289.956191,888.1560178,966.2898056,-3724.425983,911.5984414,1710.906815,3533.593215
471,-36,-45,62,2878.732428,1342.471448,4171.645047,3091.343359,315.7875128,-3900.533234,2908.324082,143.9436419,3988.672235,3032.799689,-475.940159,-3687.578009
472,15,4,16,-2315.174801,-270.5432692,-1759.634043,-2226.344656,378.6568845,1511.71061,-2064.910109,87.95396814,-1448.461995,-2038.500309,259.3725041,1471.162486
473,-35,18,33,2688.81853,-3650.331279,146.99169,2867.126667,-3328.305116,370.1261203,2447.249968,-3225.25372,-638.3274835,2602.765231,-2775.824182,1152.858998
474,9,-26,-37,-2550.384377,-396.3931501,362.058096,-2382.677127,-270.5678511,-245.4717534,-2265.834678,-453.6840839,159.6365873,-2172.283828,-578.5394998,-120.183678
475,-35,-9,22,2070.347835,-3094.789159,1657.39277,1430.065181,-3618.185026,-528.856738,1444.364456,-2854.954685,349.6824196,1512.25132,-2770.424432,116.343063
476,3,-19,11,-2534.94316,-816.1680555,-252.8866527,-2222.220304,-644.2832102,363.2423288,-2141.187639,-668.1395224,-425.5436295,-2015.60208,-636.7561229,640.8074111
477,54,34,20,-841.2892679,927.9874782,-3789.243456,-481.9438014,1563.672438,3047.909673,-477.1021908,1482.334325,-2816.120665,-704.2758652,1811.691528,2657.662194
478,40,-73,-10,-2736.439146,937.7280904,-419.1511553,-2642.532977,986.7843243,53.81712012,-2655.022997,731.5985354,-160.9100826,-2608.775654,536.8400835,12.74697659
479,-1,-6,36,2226.769298,1277.539221,1273.325627,1697.679801,981.0763461,-1668.043694,2108.628164,1039.88196,1502.88749,1329.237282,155.533102,-1738.081321
480,-27,42,-7,-936.6494846,-3185.221056,-686.1906301,-928.425713,-2158.326215,943.3711327,-562.4678963,-2119.348658,-1250.508773,-420.8924134,-1762.739554,1540.607727
481,12,-3,-9,-2593.259878,-664.3974234,-70.56012948,-2474.532224,-279.7268363,246.5765709,-2431.042223,-351.4289609,-237.9825839,-2353.939577,-489.6237636,252.499712
482,-32,4,-30,-1777.487224,-2131.152017,792.0520288,-1700.097902,-2595.040758,-214.9886777,-1505.141542,-2385.393007,-89.93133747,-1320.361937,-2349.183903,373.5397778
483,-54,-20,-12,-1948.837899,-2124.205685,1408.274615,-1699.356523,-2455.843641,-487.5187123,-1505.937128,-2356.414972,257.9823414,-1355.935238,-2506.570515,-46.86512245
484,66,-24,34,1656.270041,3552.858105,-3089.993863,1584.393669,3799.119966,1989.495468,1027.143559,3876.620172,-1898.507482,489.4384864,3791.538828,1096.393428
485,-9,-13,6,-2436.79967,-980.9870649,716.5153403,-2231.079641,-987.0694008,-366.4899531,-2156.325714,-1174.263198,192.8329827,-1939.803566,-1197.033483,-115.9925606
486,-54,-55,-12,-1867.674652,-439.7374869,1667.822687,-1758.289222,-840.5266837,-1426.872834,-1582.966207,-890.4127606,1166.766286,-1380.456321,-1128.863666,-788.9694268
487,-15,-50,72,3237.772565,2538.247631,3751.95644,2748.334129,1630.865652,-3803.066559,1978.713128,1358.050204,3502.35919,1685.691788,659.0886827,-3726.066178
488,39,-83,25,-884.7325527,3587.476938,86.25712213,-821.6023818,3114.495284,-285.7925636,-988.7569308,3135.852548,319.5887445,-1113.179877,2921.408599,-778.950704
489,-13,59,37,3498.402435,-3043.74316,-3231.032724,3255.623569,-1859.362379,3576.618588,3572.39623,-1444.585148,-2793.592424,3595.768474,-897.7215127,2912.118783
490,23,58,25,3035.322867,-2506.566939,-3951.722344,2832.510793,-1379.902823,4297.194717,2965.397039,-608.5272842,-3850.933782,2686.385142,207.0893933,3775.778013
491,17,-48,8,-2290.93542,136.9901842,980.2750052,-2154.663548,-98.56050871,-972.527564,-2179.950949,-178.6945807,845.613327,-2119.4843,-448.7412867,-799.7640119
492,31,-40,-29,-2671.753102,397.5672707,374.223411,-2311.502573,129.1946753,-467.1502621,-2336.590709,84.04843084,347.1373553,-2284.328154,-58.2460192,-368.2323625
493,-60,-42,21,612.4657631,-2211.437652,3413.396933,702.6471333,-2831.708139,-2574.859722,197.5010617,-2850.448397,2172.590021,256.2235401,-2695.289292,-1467.504267
494,45,36,-4,-1837.504235,343.0425597,-2771.453703,-1401.913137,906.9416202,2145.983199,-1325.996025,892.9982702,-2086.059712,-1344.690032,1231.452678,1880.001617
495,-16,-53,23,-1475.057248,857.9723558,2730.860079,-1280.905531,302.8697255,-2507.566768,-965.6187673,50.16462807,1755.275936,-931.6227345,-277.3268137,-1600.38301
496,60,-63,11,-2585.601487,2143.443764,-1312.320295,-2052.395789,2012.377205,576.330565,-1933.154122,2025.615796,-564.077613,-1845.146414,1937.02009,205.4425929
497,-21,17,7,-1291.860223,-2912.019638,323.6236249,-1304.329845,-2672.854785,557.3289308,-1021.261833,-2528.242946,-606.4813214,-901.4460348,-2353.661746,1014.342003
498,-33,34,36,2670.048218,-3979.442322,272.8852316,2044.83548,-3261.381175,1033.497168,2208.22297,-3016.252049,-1023.089543,2162.400476,-2559.074857,1396.066714
499,-12,-90,22,-568.1133936,1658.672178,3507.313277,-655.5288706,1022.250098,-3325.242601,-639.094525,637.8007504,2864.451392,-747.5273085,69.51622828,-2848.894654
500,67,-36,18,-571.5986012,3282.681074,-1874.185834,-54.88546742,3499.710839,1511.139323,-229.6808489,3450.625363,-822.0658947,-356.3864812,3507.93153,453.1211193
501,48,30,41,1810.2581,1185.229624,-4115.805626,1859.579675,2433.066217,3292.678792,1539.491409,2372.152942,-3106.660373,1298.5875,2680.225372,2629.432955
502,-54,-13,13,-47.79530137,-3466.094867,1620.423343,-252.7210327,-3315.294825,-863.7693241,95.0906487,-3016.19985,613.7584038,178.2433503,-3055.787395,-15.91412495
503,-12,-9,-18,-2342.442997,-1449.431247,597.4980842,-2123.066438,-1438.208039,-105.815579,-1941.857256,-1522.20752,-35.68572882,-1800.348668,-1642.788408,267.259773
504,9,69,9,1629.401229,-2090.479442,-3510.781647,1568.772892,-1351.812795,3722.282914,1507.972093,-1087.487759,-3619.744429,1774.15392,-329.5170164,3323.769879
505,31,-90,11,-2064.55431,1145.164352,410.5821654,-1700.53652,923.0351558,-752.980685,-1504.640816,1017.530743,995.984725,-1480.991116,870.3521696,-982.1685826
506,-25,-79,39,424.210299,1875.786641,3633.994205,183.2820752,1071.436426,-3711.482725,-25.17955298,677.2813772,3256.983938,-31.17858267,273.8420785,-3096.439216
507,-38,6,10,-710.9168158,-3314.042336,885.4803671,-795.1228911,-3173.760642,72.39638265,-457.2622994,-3181.970924,-266.4236256,-436.8611204,-2722.827159,619.1011404
508,8,-6,18,-2193.7784,-331.3547864,-1162.155185,-1935.356714,-40.53129024,1256.312221,-1826.222094,-43.94894508,-1495.721806,-1825.695675,170.3683554,1262.083338
509,31,-51,60,1639.594855,4674.349927,1200.948656,849.4733101,3595.945788,-1827.794931,686.6595617,3465.758549,1925.213028,599.9117319,2964.540528,-2560.250737
510,-42,-74,-9,-1927.726035,-117.9306184,1839.033185,-1802.862764,-684.3944808,-1821.378643,-1531.90717,-661.0905047,1538.928438,-1525.068883,-745.8868304,-1190.524971
511,24,31,50,4802.059724,313.7401561,-3043.889011,3888.810315,763.4579053,2736.545777,3885.034596,1064.615378,-2343.33538,3519.376976,1546.503975,2210.28947
512,-29,54,28,4203.711258,-4002.358393,-2674.102189,4090.916152,-3014.287145,2740.280823,4625.963825,-1742.309881,-2789.960581,4167.971137,-1325.681898,2975.044468
513,39,-4,18,-1850.269857,1038.423828,-2940.230091,-1442.323905,1425.053963,2363.286524,-1238.87011,1451.177646,-1941.060185,-1260.831747,1750.05235,1689.591578
514,-49,-56,9,-1952.172956,-675.7453395,2231.849776,-1796.37012,-1339.24504,-1699.36022,-1522.67112,-1254.624601,1573.095661,-1440.545317,-1355.679654,-1331.196996
515,48,-9,-39,-2453.695189,841.3610136,-1446.241093,-2069.67327,1045.29146,1216.639442,-2015.10541,1144.80585,-1126.540872,-1899.680283,1207.365004,851.765245
516,-16,62,30,3160.108419,-3231.921238,-3033.066147,3111.935282,-2067.596902,3299.450115,3301.801466,-1533.413927,-3105.991407,3279.270064,-902.9433169,3053.358661
517,67,-44,-5,-2747.870123,1127.838084,-1154.735275,-2554.994605,1439.993386,841.1182364,-2284.207948,1153.669701,-957.0756979,-2415.761669,1127.605017,521.8578614
518,45,-12,63,3423.886284,4121.950575,-2357.797989,3436.023652,4375.632543,1488.282166,2850.024048,4680.122326,-1338.082794,2393.572499,4385.530374,250.426208
519,-36,-58,-27,-2407.521807,-234.6297129,1537.640987,-2223.377349,-453.0219431,-1333.253016,-2241.25404,-588.6780198,1125.509392,-2083.85074,-872.0046906,-867.3911138
520,-42,37,5,-638.8932255,-3096.343762,-67.29841631,-416.5279888,-3036.383944,460.5718589,-322.2118424,-2853.135304,-652.3306057,-104.9921988,-2614.476788,1175.22966
521,-19,-48,63,3023.80925,2301.319239,3768.996792,1572.605114,904.435706,-4141.01931,1798.842147,1021.560505,3637.529564,1367.248109,161.5540209,-3663.850705
522,60,6,34,2086.728434,2748.21346,-3369.878623,2445.231326,3624.091425,2277.058003,2095.079156,3442.628876,-1766.743775,1693.365482,3818.736116,1136.709133
523,10,-47,-15,-2710.001785,-79.9165649,570.5004359,-2582.506258,-99.83369144,-433.6636878,-2527.586359,-338.4322364,369.9151613,-2498.755821,-482.6970439,-352.5407444
524,-10,-3,21,-920.2575275,-2895.708517,-83.57026463,-483.3648479,-2960.32984,618.3068548,-358.4798948,-2588.769417,-728.3293292,-91.8495339,-1964.692019,1203.049708
525,-11,6,72,3313.162526,87.96245841,754.1356794,3126.897812,312.3918923,-855.0460441,2678.546939,89.81859182,924.0111172,2719.541699,-676.1682799,-683.0249286
526,-60,-2,8,244.2814337,-3319.568686,1443.047212,31.86894759,-3264.71255,-492.5261288,288.8258658,-2884.431858,301.6357055,401.2769732,-2776.229671,269.5913526
527,-21,-31,5,-2386.781936,-944.6588034,784.7060889,-2202.220792,-857.362614,-601.7076717,-1945.238401,-1030.848008,520.6779997,-1792.238263,-1162.488432,-340.9429759
528,-10,1,-24,-1878.063046,-1839.428232,269.5020463,-1654.55091,-1645.663732,219.5340105,-1468.935262,-1606.689915,-479.2064504,-1327.99779,-1622.441669,821.4097613
529,18,70,9,2744.066955,-2644.856167,-4311.133902,2741.575218,-1410.743784,4416.690402,2806.866194,-742.9397143,-4094.593634,2692.056975,255.6189014,3893.315578
530,-11,-58,12,-1638.510666,943.247466,2024.086613,-1693.208435,80.67237221,-1717.359565,-1734.924279,-6.367524247,1587.121096,-1687.835803,-477.7273131,-1596.88386
531,17,-91,2,-2418.004289,1411.305811,1090.595145,-2182.457581,990.6137176,-1263.441532,-2103.35589,596.7236399,1156.917261,-2035.151925,351.3725079,-1209.069355
532,-47,-24,28,3242.931619,-2609.390774,2692.415541,2629.094366,-3112.680452,-2080.503539,2466.560457,-2899.004922,2036.181118,2578.173044,-2909.36948,-1410.692045
533,25,-9,-32,-2711.085862,423.7121803,-984.4740867,-2374.738679,615.0519174,975.6645459,-2230.551026,401.9393267,-784.5883525,-2152.953263,468.5411228,602.5627288
534,55,1,-6,-2672.742555,1120.098854,-1528.341057,-2597.069169,1279.416588,1210.62939,-2496.95807,1196.260647,-1211.239403,-2523.730012,1069.861325,908.7573593
535,70,-24,-1,-1962.434531,1740.43771,-1669.015304,-1651.406537,1898.513493,1461.058958,-1428.284186,1867.920866,-859.520404,-1303.836812,1942.756427,745.8981845
536,2,34,-15,-2048.573856,-1861.877036,-1760.01454,-1561.660708,-1232.195307,1868.457713,-1313.087799,-1053.919741,-1790.157467,-1268.126642,-812.1127293,1944.489663
537,50,14,48,2748.172862,2253.571082,-3829.680033,3057.771372,2930.259514,2647.496794,2642.177382,3119.973668,-2565.065526,2223.478615,3318.333912,1972.308346
538,60,-13,8,-1752.369211,2317.453966,-2852.181801,-1458.943123,2340.288046,2267.269332,-1383.482377,2354.689255,-1804.920229,-1445.918511,2647.635411,1380.686323
539,-42,-78,14,-48.27691724,-652.3360361,2805.108833,111.7417937,-1082.309621,-1908.613967,119.3945398,-1322.888905,1956.34732,186.1967616,-1322.595294,-1736.792328
540,47,24,-12,-2442.761824,687.1304885,-2283.758088,-1836.860675,1101.977767,1593.147154,-1650.39592,1044.326013,-1650.092504,-1729.783246,1282.399789,1457.168292
541,59,-31,13,-392.0552268,3492.771093,-2435.924126,-966.8645176,3053.778233,1897.104163,-1154.924077,3073.273842,-1316.348402,-938.2958745,3244.098128,615.9413585
542,7,-11,38,4414.098242,1757.369385,-196.6254379,3534.586801,1633.720963,-578.1059144,3483.713541,1266.018001,785.9204731,3190.126407,1160.620406,-1001.285668
543,54,-20,-5,-2638.435011,1181.433173,-1137.201854,-2235.539541,1478.726577,772.3222997,-2055.328424,1319.028856,-783.1939179,-2025.962368,1381.927188,368.4367542
544,-52,30,16,104.9760938,-3621.755577,213.3715729,240.9717062,-3207.80467,685.4448595,356.0199681,-3116.130647,-982.5800105,686.7266801,-2798.353582,1265.920623
545,60,-49,-21,-2725.845533,1153.599053,-643.7010625,-2237.747587,924.7254496,245.8009714,-2219.487618,859.9478978,-331.3602656,-2149.115349,818.899984,84.58532762
546,39,-34,50,894.0059725,5095.034248,595.7423967,754.1798958,4250.172197,-1526.038575,908.7175287,4024.569221,1456.536667,855.4801386,3463.993495,-2175.404693
547,-55,-17,-28,-1079.913423,-2543.74352,1124.762612,-1012.0606,-2605.352628,-706.0212984,-827.4344577,-2120.717596,386.3736406,-633.3753683,-2157.591022,-10.12678002
548,-25,-2,12,-798.5012622,-3132.713896,785.2223382,-1170.201043,-3311.870086,325.4949276,-658.7407958,-2868.083494,-354.6603792,-301.1064891,-2168.23044,79.8426804
549,17,5,22,-2142.241239,-233.5485761,-2041.129819,-1986.087448,497.1770075,2306.019947,-1698.876309,468.1441168,-2059.547018,-1691.389652,646.5237284,1782.223674
550,15,-28,12,-2437.229257,-218.9610403,-36.37113333,-2259.838731,-168.7520469,25.55071178,-2147.393182,-50.69208321,93.69422704,-1948.754382,-274.8908978,93.98424391
551,42,1,63,3447.862028,3578.092733,-3205.164987,3294.463694,4019.844891,1472.50517,2925.154541,3806.424721,-1815.986134,2647.412258,4046.740017,946.6738251
552,-44,-67,41,3553.443117,869.312558,4473.306839,3061.056956,-68.55074013,-3977.641773,2764.351605,21.30301724,3968.287536,2815.440699,-623.7223126,-3869.549495
553,21,-63,27,-1209.737313,3266.565014,2670.211605,-765.5993543,2096.770846,-2251.874694,-1154.082471,1814.41221,1804.584974,-1177.949385,1449.610895,-2116.594021
554,-24,-27,-3,-2454.277458,-1337.813139,929.0148099,-2246.29913,-1386.861985,-466.4544739,-2208.762942,-1494.293208,295.6930394,-2110.332339,-1604.277454,-55.82157854
555,45,0,16,-1600.660025,1303.934311,-3232.650546,-1475.050503,1561.085843,2451.860864,-1315.958027,1644.145007,-2284.144362,-1491.274104,1809.400473,1956.688051
556,25,-39,73,2436.202341,3980.890834,1680.990004,1697.569646,3141.395516,-2565.72539,1773.017284,2772.870065,2458.850227,1599.819737,2164.028847,-2837.91256
557,-28,9,53,3662.592856,-2995.091551,996.8432758,3650.162746,-2316.990162,-260.3931399,3523.832579,-2388.378866,371.3047881,4206.853196,-1787.245963,-223.7848095
558,-21,40,-16,-222.3836941,-3625.300886,-183.6710113,-379.9821754,-2653.27207,1022.895667,-182.6624666,-2557.242048,-790.2997669,75.71927735,-2384.30691,1315.086909
559,39,26,-16,-2207.027576,59.08708341,-2211.612197,-1707.446011,825.7250865,1847.060538,-1597.74556,723.8298499,-1812.149432,-1570.249561,824.4569958,1688.813289
560,-57,-14,43,5143.918368,-1309.459865,3432.694168,4502.675147,-2384.758326,-2323.575193,4572.419304,-2214.700168,2464.595191,4262.606142,-2237.67571,-1811.102988
561,-24,67,4,1280.419406,-3877.946311,-2010.618267,1044.13903,-2930.441698,2594.488219,1333.529373,-2251.095273,-2444.205539,1477.507548,-1703.23939,2753.823713
562,13,3,48,3974.939698,624.5027069,-935.7236263,3409.595517,1265.178312,131.1280127,3332.659099,1226.090948,-302.3299876,3288.264203,1368.287315,1.034968617
563,12,28,36,4035.922905,-73.69940692,-3152.73751,4152.74662,423.2167012,2316.396535,3904.65717,736.140323,-1944.249991,3580.26904,912.9239387,1934.276023
564,-32,-79,8,-1679.302163,-52.91789267,2315.743598,-1603.348507,-414.4512186,-1803.9156,-1356.180982,-317.3400194,1503.768733,-1224.006784,-599.7198687,-1363.957151
565,29,-60,45,-484.2719458,3988.844009,1560.642137,-434.1392569,3352.920199,-1773.149525,-545.7905333,3203.448243,2008.246149,-757.5715645,2329.397566,-2336.86185
566,23,66,16,2894.668843,-2619.195503,-4021.111846,3111.109377,-1547.587343,4097.309235,2972.440677,-857.384531,-3852.599316,3100.262768,18.59594875,3851.173482
567,-40,49,27,4198.733412,-4526.739022,-899.9626102,3998.751269,-3081.779466,1954.436455,3938.418969,-2790.46165,-1813.658934,4322.313433,-1964.181419,2103.72201
568,6,-20,34,1645.493517,1692.286938,1169.984357,1645.915337,1628.831381,-1414.454889,1470.135835,1265.584141,1788.254453,1127.043393,754.8329603,-1731.296783
569,39,0,-15,-2951.531259,326.1858162,-811.8307781,-2746.760566,773.2465295,922.904569,-2640.185536,470.4219049,-785.9756623,-2675.505923,451.1552937,648.5415649
570,-21,-36,-40,-2375.261045,-697.8746571,1481.476345,-2066.971245,-848.137801,-989.2163158,-2067.181727,-836.8702769,830.6982296,-1942.443633,-899.3439629,-657.1909473
571,-12,26,8,-845.4885504,-3067.526465,-394.5256854,-922.7926654,-2620.090859,849.361715,-466.5601842,-2539.820003,-876.6670287,-321.2967605,-2237.41959,1415.804901
572,39,-87,11,-1250.09111,2134.047904,-100.889625,-1625.243669,2163.51724,267.2940469,-1345.444228,1685.576079,234.0276152,-1258.801304,1560.294681,-710.7783251
573,-35,20,58,3820.843139,-3303.22945,251.7432409,3875.282146,-2999.603933,379.6488683,4274.901406,-2454.02031,-388.8291037,3761.851036,-2308.177316,1077.4824
574,-9,-78,11,-1585.30896,1581.564017,2556.527324,-1434.990317,665.0483153,-2659.511276,-1401.831157,311.6506593,2175.574625,-1335.994448,16.66334684,-2191.639279
575,-43,2,-15,-2392.966557,-1907.983725,1455.640595,-2081.019112,-2170.67412,-466.5017464,-1864.209315,-2047.52907,541.4841863,-1668.10875,-2082.984052,-75.46102438
576,-20,25,62,4958.90859,-1514.438254,-981.2261541,4643.780085,-1614.875947,985.7441921,4532.017778,-1100.117926,-875.0923597,4284.989352,-798.6396931,1153.902084
577,-7,48,-1,-624.879963,-3109.686948,-2055.821333,-839.7740181,-2074.271855,2263.925091,-243.0143118,-2156.238663,-2049.165858,-137.9717314,-1335.712142,2331.59717
578,-6,-63,-17,-2661.540533,-386.8344002,1176.454834,-2460.055421,-585.1031087,-853.4702296,-2400.06856,-604.4652311,796.5794146,-2328.056962,-911.0820373,-653.6247766
579,14,-96,-4,-2201.976883,1178.524127,903.6191508,-1561.312339,890.2856636,-933.258083,-1631.762972,844.756955,1079.413235,-1535.670517,661.005154,-1152.084965
580,12,-36,-39,-2616.31162,-53.93570309,348.7275122,-2410.143134,11.26951712,-377.3770463,-2351.821906,-147.3323566,209.5517206,-2366.820925,-287.6184792,-206.3174108
581,-45,6,-41,-583.094907,-2237.829471,1228.517931,-564.0074756,-2578.947426,-296.9563851,-231.2332902,-2036.126941,130.2777418,-119.2185001,-2031.88316,224.4935781
582,55,-54,1,-2826.968406,1168.269407,-904.5638809,-2528.715905,1365.003831,910.7454596,-2350.685543,1209.933114,-734.0538159,-2404.563493,1268.210902,508.182108
583,3,-17,-26,-2510.948668,-412.5735123,292.0657742,-2188.941411,-476.991409,-372.3927147,-2098.392099,-417.2873539,252.6929492,-2006.008154,-476.4170679,-199.9393797
584,27,23,48,1372.26393,1251.93092,-3661.937134,1260.23118,2160.952495,2464.978189,1196.085844,2240.43889,-2251.330652,1088.833684,2295.799257,2303.957525
585,-6,31,37,4402.247054,-2551.963162,-1402.28663,4293.351606,-1995.864208,1210.448125,4202.925139,-1543.683463,-1236.744419,4029.69775,-1269.333642,1445.571415
586,-15,71,15,2980.780679,-3188.880623,-3227.118772,2665.776064,-2340.604979,3649.936052,2793.314776,-1644.498088,-3264.976933,2750.494603,-769.187392,3453.037923
587,12,-48,49,1629.185588,3426.366161,1957.836153,1319.541254,2108.855724,-2523.5123,1145.378719,1835.351714,2746.693681,949.1137453,1469.832123,-2672.253705
588,36,42,-13,-2101.807923,95.63622084,-2648.911801,-1559.637226,448.1126606,1986.357079,-1485.62263,627.9398703,-1900.388626,-1431.734719,932.9374649,1741.4306
589,45,-14,43,3618.30983,3866.872861,-2859.263767,3175.932128,4016.884465,1436.225968,2141.691704,4349.281443,-1487.147669,2398.509201,4494.089674,697.5012284
590,36,0,-25,-2966.503368,348.3102073,-1361.606829,-2619.151253,519.3395179,970.099063,-2543.784986,496.5433433,-971.095922,-2593.098117,545.6559748,839.5260923
591,-25,-84,-2,-1785.901636,128.410438,2053.28724,-1696.747762,-390.0092856,-1896.578465,-1531.986901,-361.3954631,1437.824141,-1413.760044,-581.6519275,-1252.203647
592,36,-39,-8,-2815.869056,381.6657206,-406.784257,-2614.6379,553.3950628,141.3674832,-2588.049451,379.9929386,-248.0477605,-2564.839018,322.2672398,123.9140047
593,-60,-45,1,-1716.385457,-1633.079325,1854.387795,-1536.517054,-1949.596317,-1453.439152,-1417.062782,-1629.198964,1175.720663,-1162.233111,-1878.605902,-725.2492043
594,-11,-43,75,1730.366704,2210.55416,3179.349122,1411.613599,1377.78545,-3390.718504,1211.542086,1291.360255,3183.227282,1134.078866,705.1701919,-3332.903097
595,-4,43,40,4282.115184,-2153.353502,-2428.141909,3694.269678,-1528.081221,2346.718969,3668.81417,-1092.250379,-2215.67689,3333.188401,-703.2875937,2024.133268
596,44,47,5,22.25454013,767.1372539,-3845.996469,-2.068097626,1330.303706,3617.05606,83.40579748,1573.685487,-3270.636573,114.1715864,2198.754863,2968.844591
597,-44,-38,44,3760.811067,-396.4229969,3988.584768,3400.785768,-1061.039453,-3516.660617,3201.492703,-1050.703315,3534.722581,3218.31942,-1635.507875,-3242.785457
598,63,-51,23,-456.8256374,3489.448189,-1047.764302,-429.5979772,3321.838722,471.0295048,-720.431505,3201.053891,-363.5335107,-824.2539628,3201.177011,-325.6435481
599,-4,40,-3,-1606.249164,-3107.493538,-858.9518005,-1226.159837,-2171.032016,1789.943331,-1026.114757,-1906.315959,-1742.394357,-875.1796826,-1638.192749,2010.771552
600,-63,-22,17,1033.817601,-3391.292706,2567.716918,685.5264302,-2948.13798,-1711.321445,600.6619806,-3050.556853,1714.361828,849.9614432,-3035.959588,-1003.79337
601,7,-41,27,-767.4048832,1475.220913,2076.344416,-959.5602318,530.145969,-1936.540851,-1137.324358,307.3774029,1814.097827,-1044.446972,147.461858,-1764.890275
602,-9,5,17,-1665.065703,-2477.561996,-18.17969002,-1660.023207,-2311.220489,517.1336972,-1285.828473,-2143.334332,-795.4678945,-1092.755543,-2027.827247,995.9799333
603,63,6,20,-2203.764062,1479.635109,-3122.259307,-1764.486957,1689.100731,2548.973815,-1578.492447,1663.775419,-2109.494778,-1718.432356,1848.724977,1834.015346
