label,Anatomy,,,Isomap-25,,,Isomap-50,,,Isomap-75,,,Isomap-100,,,Q
1175,20,-37,-41,-34.23233291,0.324440182,1.750683425,-30.1089614,3.106272281,4.087768052,-27.86993715,1.587119637,2.963211647,-27.32057817,0.320773961,2.444457671,3
1176,5,-34,29,-0.477334877,14.96986554,27.35858136,-5.955343234,11.62692155,29.77237945,-6.385151794,11.73410205,27.92611002,-11.22002454,5.856457342,28.45331089,16
1177,41,-67,-6,-39.06576938,13.18270609,-2.08988203,-37.03321788,12.16660277,-0.633128442,-37.21891101,10.17754483,-1.949095948,-36.30500426,8.076309527,-2.821859644,3
1178,23,64,25,38.32119682,-26.80557476,-54.69211617,43.08066735,-21.08783437,-50.09942257,39.74521868,-19.58769983,-46.54320269,38.10498647,-9.128186783,-46.26253557,9
1179,-52,-42,-8,-27.25156043,-27.69729611,16.38349502,-24.44338404,-24.46682707,14.37845111,-24.33944837,-21.53566691,11.0459272,-23.37396984,-23.11867977,8.313374399,15
1180,-4,-31,60,49.1749825,18.75381758,37.75136774,41.01365594,11.72257589,28.90016085,37.00957125,15.23896747,26.82308498,36.6914639,11.22907899,29.84065091,7
1181,45,37,15,-14.66132979,21.36222028,-41.3902615,-9.329320084,20.31187186,-42.91998933,-9.132836009,18.38485385,-40.29383991,-7.376019951,23.5378882,-33.71332623,14
1182,33,6,53,48.66492181,49.53196412,-37.32335636,39.11882882,45.52284959,-33.5745994,37.05622304,44.6059488,-37.54960597,38.66910055,48.42501377,-21.3555475,9
1183,26,-90,19,-12.08735781,47.02970076,25.44662105,-9.763508947,45.53928696,23.8623979,-6.871162483,44.22860073,25.66835427,-15.4178076,34.45719015,20.6780582,5
1184,-42,21,-26,-24.06553081,-34.59102943,6.936946116,-18.93869024,-29.13042621,4.855702207,-17.60230716,-28.57759916,3.023462571,-16.93655795,-28.11154259,-0.695387359,13
1185,21,-88,-17,-35.19953534,10.68759421,12.84111939,-30.67458831,13.23758102,11.04306717,-29.56277517,10.36551519,10.24636344,-29.42317964,8.472285684,10.39516327,3
1186,37,-12,-4,-40.91814764,5.009102755,-15.30138458,-35.54763555,4.524131012,-10.53307219,-34.0807692,4.041587393,-10.88074185,-33.65777344,4.103362522,-10.19384177,10
1187,28,68,1,33.44935428,7.830747571,-74.9639355,38.23759116,0.766195756,-61.95554064,41.62874902,4.132713714,-57.47674064,43.49183878,15.49906915,-51.46688734,8
1188,51,-7,40,40.86496517,56.22036325,-31.59633183,33.07011194,52.04191634,-31.44170195,36.83425932,51.31650603,-23.86909729,23.56688935,51.31665111,-25.12986517,9
1189,-16,0,73,55.02913284,-4.735646937,19.12124819,45.38167221,-7.916863749,18.39128329,44.39728854,-6.506437854,18.39933449,40.57322992,-8.159374853,17.22598544,7
1190,-31,-59,44,37.50687438,12.29511987,55.55919989,30.3502126,6.857728619,59.08535711,23.52013059,7.337580545,56.65338881,20.39996983,3.251258092,53.07316916,2
1191,66,-17,-9,-34.92148089,19.58425091,-17.70374514,-26.77112891,15.36372303,-17.85994354,-27.88522046,17.02759879,-14.91039575,-25.85460656,19.50557365,-13.03498463,10
1192,28,-29,-27,-35.46023901,-0.969172835,4.065527434,-33.3011855,-0.937498528,4.200265783,-32.04520898,-1.792957953,3.390781535,-30.8741313,-3.457698837,2.369190704,3
1193,40,53,27,27.15456627,7.705049384,-69.53398484,24.08648325,14.46050588,-68.00242063,33.24117026,13.33818278,-55.77502861,32.51897865,22.85349177,-51.65434076,9
1194,-36,-12,15,-7.892037801,-50.42517404,9.075181715,-8.534542953,-45.90618893,4.79958014,-4.238207217,-43.05761814,2.522091617,-4.729463553,-41.75274614,-2.601794394,6
1195,-31,64,-2,0.964616208,-47.52958387,-23.54450038,1.636537256,-41.20896339,-26.55156816,3.423351079,-36.3156586,-20.30384369,5.225493654,-30.26361043,-23.87199536,1
1196,45,-30,-24,-40.70891997,15.15228436,-13.71660077,-37.26217689,14.32644257,-12.74053791,-35.0124629,11.41888725,-11.45562213,-35.63005421,13.23773107,-12.92350038,10
1197,40,18,-37,-27.91371345,14.51552222,-21.79946545,-20.86900238,10.66496833,-18.53351509,-17.6919565,10.73573747,-16.48978123,-17.72207174,13.73721337,-14.15659432,10
1198,-23,-46,-26,-30.75576903,-8.890404192,14.59507669,-29.35668962,-9.155118531,13.69559578,-28.96740974,-10.208196,11.57504909,-28.69068316,-13.00561487,10.14578277,12
1199,12,-6,48,55.30133206,18.57627278,-3.220780425,46.25959388,16.23820487,4.066329443,44.23002881,16.26417385,4.722542774,38.64943898,12.11701915,5.272967511,7
1200,-42,-58,13,-16.39448263,-13.74056338,36.49062254,-13.52638627,-16.9747544,28.56210511,-15.18964065,-18.39886208,27.88635217,-12.24412714,-18.55183519,19.78210626,15
1201,61,-19,47,35.20785075,66.92644668,-22.99656823,35.81293135,65.18745426,-15.3990371,29.69208585,61.6509741,-11.34832002,23.20004212,61.13053381,-11.23816412,17
1202,9,-45,11,-18.9576506,7.923983076,27.99134859,-22.31923591,3.054965677,22.37886817,-20.7993471,4.071759403,20.6957311,-22.04105057,0.458540562,21.15912036,16
1203,-39,-51,-33,-33.67690307,-10.31791127,18.73988178,-27.55452594,-7.211400805,18.34351921,-27.34322085,-8.696712876,13.25523773,-27.09794992,-8.490420889,12.00090205,12
1204,60,-27,5,-27.07599593,34.58633337,-38.29849784,-23.45781773,31.64149801,-24.05789144,-23.04938594,30.53169335,-21.17644396,-22.25529651,30.58216474,-16.78433619,14
1205,-53,22,18,-10.43031696,-47.78504009,-3.310321632,-9.674831904,-43.3318977,-1.623153745,-8.716866102,-43.26233135,-2.91181106,-9.628432045,-38.61116265,-7.096140004,6
1206,-49,-10,-1,-16.28372298,-45.4475355,5.223464026,-16.94724576,-40.56406328,6.952044102,-14.8626873,-39.29642123,4.276214045,-13.28629081,-39.54356383,-0.491288738,6
1207,-51,-5,30,35.57166532,-45.28833723,19.01647177,27.64590391,-43.1397365,19.0722734,25.43422495,-44.75688075,18.85900755,27.27493107,-41.11793773,11.20730556,2
1208,15,-48,59,21.492123,45.6334697,38.89714562,17.70245918,33.45421328,36.93745142,11.64082635,39.77402892,36.66672299,12.95146827,30.50617255,37.06254868,5
1209,11,18,-3,-32.68868485,-5.997288011,-21.87164219,-32.7132262,-5.497580362,-17.89319375,-29.00813486,-5.153000131,-17.41346225,-28.24694813,-4.251758578,-18.68172107,11
1210,-9,70,4,36.84325083,-30.63124999,-50.18843682,30.90270519,-30.31184211,-46.90711749,29.93097177,-22.3602472,-45.90962099,35.7694108,-17.21166279,-44.42019604,8
1211,-57,-9,-27,-19.56551756,-33.61757732,9.381361032,-17.88772176,-31.22966038,7.127060146,-15.94338337,-28.1487385,7.549539178,-15.01964692,-27.97026749,1.132255981,15
1212,3,34,39,67.35035361,-13.48088532,-32.80575777,60.30766584,-9.850260583,-28.93573757,54.02508072,-4.530924195,-24.82101292,53.58796819,-6.422270652,-20.93064083,8
1213,7,-30,75,55.97084768,35.85245936,20.99401959,47.98940548,30.2411797,25.31612093,45.14576823,26.66018431,24.99321052,45.3884061,26.964275,26.10544999,5
1214,63,-52,-5,-33.74873985,21.36114877,-13.90241119,-27.85170748,16.32507506,-15.7803799,-25.86630417,17.08780297,-9.446979838,-24.54326844,18.37199238,-6.44797151,10
1215,3,-45,33,-12.00878188,7.004382561,28.97328905,-14.22833367,4.109121864,27.4280487,-19.81142354,2.761385071,26.94738562,-18.09895593,-0.264338537,26.52519836,16
1216,41,30,48,22.66700707,33.04805775,-50.52821839,18.6062114,29.55117389,-44.92751082,17.75816068,29.18503473,-41.46370714,14.25656697,35.02599363,-38.69395283,9
1217,-6,-6,44,45.3883957,5.415087328,12.8991188,42.06909341,3.167332517,14.22123403,36.42160441,1.978904067,14.36533906,34.51328823,1.071971588,14.06768735,7
1218,16,6,-11,-34.89211027,-4.010471924,-16.02462499,-34.49788736,-3.61828357,-14.0847074,-32.52293109,-1.582400309,-15.22314027,-31.67288523,-0.917590239,-15.68712747,11
1219,-60,-22,39,63.23397802,-27.28468336,43.86693759,57.40422854,-30.48708972,35.78131481,57.30295962,-23.34578829,41.24256104,47.79442562,-30.40259568,35.36110665,2
1220,24,-7,72,52.58386974,39.57856095,17.86602529,41.79204133,30.02937372,23.92360454,39.17949567,28.2103349,23.55922136,39.04243529,27.97417047,22.65362242,7
1221,-24,-1,5,-23.42624129,-38.95972064,-2.624589173,-21.60998557,-36.81843612,-4.360103543,-19.20323021,-35.08055752,-4.018498695,-19.3099781,-31.4506018,-8.307402766,13
1222,51,11,9,-31.59639944,9.957708602,-34.14632075,-32.37533397,13.89600512,-30.72583106,-29.6949902,12.54243486,-27.3402149,-30.23813803,14.9589954,-26.22687926,14
1223,20,-2,-32,-25.60775457,8.041311326,-19.4009728,-20.85938922,6.121568382,-18.28853104,-18.33170064,8.971783353,-14.90572871,-18.99491791,12.32216058,-13.8459444,10
1224,-36,33,30,29.33958195,-52.53061027,-12.40973565,36.12155253,-44.6548329,-14.07163289,32.37127506,-41.95814624,-11.40150709,29.88307511,-38.58097006,-20.41604318,1
1225,-4,-23,41,8.51265405,11.37275946,29.52400503,6.909944598,9.313774113,25.96828433,5.985007805,8.944447312,25.29635846,4.044833586,4.609106326,27.04460518,16
1226,-18,-78,-6,-30.89797647,-3.035165869,23.55277312,-29.00223197,-3.32908181,22.19273944,-27.62429089,-4.961547727,19.50724401,-27.48309556,-7.226207233,18.34721397,12
1227,-8,18,16,-15.58335074,-36.77819785,-11.3080453,-11.88821599,-29.09110321,-16.85370747,-8.834487364,-26.40306641,-15.23450666,-7.441100277,-24.01460517,-17.74926929,13
1228,48,-3,0,-37.55073874,15.41963514,-26.20878593,-34.65293577,16.11931557,-23.14038784,-33.77901467,14.78335547,-21.21972747,-32.79742466,15.45098186,-18.38007968,14
1229,-54,-32,-9,-25.16739246,-33.79506566,12.42589625,-23.75269669,-32.69887875,5.75615425,-22.44155025,-33.6070909,7.603985098,-21.30653454,-32.93239077,5.990246165,15
1230,36,-30,-7,-37.66646603,1.163715204,-2.838793817,-36.28966491,1.804454585,-1.704063079,-35.2583017,0.327422406,-2.80903563,-34.96288819,-1.651596219,-3.109856991,10
1231,-1,49,15,6.822089399,-29.96164249,-39.8719266,0.720234099,-35.26892148,-38.02021012,2.438077272,-29.42207002,-33.23653732,3.734286214,-22.90131375,-35.19481949,8
1232,24,-82,28,-14.51674081,41.49107434,27.7875528,-12.1672833,36.63886369,31.35245753,-13.53792965,34.45728413,27.08001701,-12.95538531,28.12762481,29.11265664,5
1233,32,-82,-7,-39.91430839,13.76377247,8.105389388,-34.68905486,10.0988256,5.771930579,-32.36834513,10.53081527,4.844519507,-31.6174065,6.743526273,7.108138004,3
1234,3,-18,-19,-33.80432174,-8.184927587,4.268137602,-32.34161893,-6.485547535,3.045624452,-31.47102706,-8.153631878,2.761426891,-30.99517498,-8.034382577,0.571042029,4
1235,3,-67,50,18.62102559,30.37769778,44.39777713,5.108095435,26.26009829,40.71872331,5.03699377,24.76977085,41.6095467,4.142576663,18.7332749,41.44847154,16
1236,-23,2,-33,-20.1473143,-34.53302273,0.798014319,-18.21396693,-29.50934531,1.214559286,-15.71865391,-29.41829315,-1.08829266,-13.28930911,-26.76259008,-3.861583777,13
1237,-46,23,42,48.1785321,-46.00753012,-7.942377785,39.41080232,-41.84516039,-3.405573245,44.14399052,-40.23706285,-9.34526664,40.08577389,-37.26929609,-13.65433463,1
1238,51,7,-39,-26.00128525,13.71432946,-21.30074893,-18.23659624,14.30791573,-16.52581186,-18.28029063,15.38290634,-13.39087695,-17.96901593,19.33802648,-12.27594426,10
1239,13,18,40,52.46336969,27.62637504,-32.39364216,47.23490546,28.82287854,-27.52420671,43.49244189,24.52667567,-27.66098371,44.15855646,26.34635845,-21.99713467,9
1240,-18,66,22,50.34338474,-32.13973151,-55.89079278,54.09905018,-26.55300729,-47.64206222,50.29484837,-25.59368632,-42.25247322,52.8093061,-16.45474803,-42.99953524,8
1241,-31,-35,-33,-32.17201867,-11.16759866,10.64877692,-28.26119344,-9.426731961,12.13872671,-26.40822863,-11.10916714,9.688630363,-26.4663213,-11.49223074,8.003235733,12
1242,48,-56,13,-35.00899711,36.32202902,-7.593668651,-28.75689056,28.8243601,-4.10184274,-27.67426121,28.56402618,-4.241304515,-26.26826017,28.2349019,-2.25676192,5
1243,34,28,42,11.25793517,30.64944409,-50.01592184,12.00799227,27.66740528,-45.59326056,13.66954851,27.98523358,-41.33852513,11.23257379,32.4568314,-35.74193425,9
1244,-25,57,5,43.04510421,-43.43622897,-35.40202094,39.54859665,-38.95261034,-32.57451343,36.27236651,-37.78673758,-34.03333288,42.42742051,-28.72077274,-37.81832964,1
1245,-45,-45,56,55.46919511,-8.252728442,56.76155482,46.60626781,-6.244892698,49.35122774,44.86835053,-5.47127002,53.38869188,44.27752188,-9.552008437,50.50270396,2
1246,44,-59,-21,-37.82851418,10.74321092,6.638194296,-37.06437683,6.839509281,6.109329421,-36.66401768,3.648757233,4.924059324,-35.97982906,1.911042014,5.622900592,3
1247,-7,-66,-24,-32.36487743,-6.678662124,15.03822017,-30.52266834,-7.533815836,13.63657647,-29.97325806,-9.697121827,11.73088605,-30.2206732,-10.38439498,10.79844635,12
1248,50,-20,49,38.16936071,69.54353725,-13.19741588,30.51021201,60.05603724,-16.86024835,30.01292697,63.54760176,-13.51062393,21.68829478,63.11955103,-9.50855682,17
1249,-30,-58,60,37.71146979,14.78802168,58.10995036,33.48785636,9.350540516,56.44843756,27.27533585,10.81294808,53.16576138,30.60299307,8.945634721,52.17224859,2
1250,38,2,9,-34.55580436,9.529853858,-27.70738059,-33.88537891,13.33583278,-24.96984693,-31.27330597,10.74985252,-25.50375329,-29.77532759,12.77986949,-20.60240066,14
1251,-29,-86,10,-16.48346004,-1.085955995,29.98210177,-14.33466224,-3.050756521,27.83985876,-16.35956659,-3.109768657,23.23659995,-11.64772863,-6.411916097,19.05275722,15
1252,-57,-6,40,64.47065149,-33.97636392,32.98497177,58.08490199,-29.19762913,27.9572859,49.04779722,-35.57842963,29.41397396,50.08419009,-33.22206425,24.42548721,2
1253,-18,36,-12,-16.51027148,-39.63275449,-9.657006216,-15.15490104,-34.40223558,-9.178171664,-11.70208912,-35.07740496,-10.03417835,-11.2658986,-31.94276622,-13.0629017,13
1254,9,-21,68,55.98922775,34.10788642,23.52968631,42.82150359,28.40639755,21.7364124,44.13611556,25.46085813,19.2211799,40.10645699,21.51434348,24.68296553,7
1255,-46,-51,4,-29.060047,-16.35884911,28.43899351,-23.81017866,-19.80919855,21.17659464,-21.87002459,-17.81574065,20.73373807,-20.31540675,-18.60194002,18.91222297,15
1256,-34,-15,-32,-25.71053373,-31.25655307,5.327945853,-23.40555905,-30.84302085,2.066191378,-23.72721882,-31.59102923,3.165896548,-21.12398677,-29.85692956,-0.053480501,13
1257,48,10,53,39.86337654,48.61213053,-40.46006991,37.48245953,45.65957966,-35.27825898,40.39886315,48.445168,-38.4633673,36.09625937,48.53334769,-29.99543609,9
1258,-20,-3,59,49.77762955,0.079105501,20.3899812,47.30587145,-6.735911185,19.45516076,39.6157428,-5.734290919,19.03468537,42.76403539,-7.242888044,19.75079898,7
1259,53,-17,14,-25.10588957,31.8839405,-37.26130741,-27.13454082,28.84494152,-29.5103169,-22.72071363,27.49350092,-30.05756588,-21.55882574,27.66894472,-21.2569575,14
1260,-2,-40,-24,-32.73102847,-6.939754491,13.51618405,-32.23904975,-6.535274887,11.09967128,-31.88079351,-8.551500993,9.116101288,-31.79212399,-9.970919004,8.074446492,4
1261,-20,-19,-9,-32.98094905,-12.97008861,10.92408308,-31.11745237,-13.6421791,8.937071171,-30.96046737,-15.51798001,7.043447477,-30.96266601,-15.33120528,4.985317649,13
1262,48,51,10,19.13519689,5.149824018,-71.89349251,19.52460651,20.44489423,-66.098832,24.23025296,21.45669315,-61.30328322,27.36988882,27.32901826,-53.09820067,9
1263,-23,-49,0,-29.75439629,-2.561668014,18.76570818,-29.43383158,-2.720497011,18.71130023,-28.18628415,-6.010982859,15.97856243,-28.61054417,-6.987854995,15.67097661,12
1264,9,32,54,67.90468903,8.364854081,-32.5875399,58.08252838,6.828788562,-25.73348543,57.27338252,6.531580209,-21.70719042,57.22679784,9.221545718,-18.22865623,8
1265,1,-74,15,-28.60796901,12.44792192,33.24404516,-25.14407099,9.161544696,29.74106786,-24.13560051,5.390428999,27.69866639,-24.41912886,0.421511058,26.13575706,16
1266,-58,4,19,9.036721991,-54.27524029,16.11251495,9.684485874,-47.93274308,5.586681349,10.58537846,-44.21824528,5.651676587,12.15321398,-40.28451426,-2.550320138,6
1267,9,66,25,42.3507008,-18.67920246,-38.75611553,33.84878306,-21.26386531,-44.50649627,31.90870795,-20.67863334,-42.80801984,31.4684627,-13.84251168,-39.96797327,8
1268,66,-43,23,-11.32363623,55.306352,-7.134785984,-11.27922617,45.88460324,-9.623969212,-13.810022,44.7085142,-7.947552084,-12.08434843,43.54001946,-1.534213007,17
1269,6,-24,0,-34.04745808,-4.689928971,1.983214497,-33.38778222,-4.640838732,1.786258228,-32.67274282,-7.409767222,1.243279508,-32.04529238,-7.343128205,0.120481239,4
1270,51,-37,57,16.61020353,73.02403673,7.105617735,17.63317131,66.48049221,6.777889221,17.03937892,63.40399388,5.231294371,16.38600365,61.49618823,13.70268535,17
1271,-7,18,59,59.73786619,2.037751578,-2.348058935,48.60737713,2.536148332,4.516037303,50.31039205,-2.17780057,3.124738457,44.09362037,-0.124601878,5.243354676,7
1272,12,-87,-6,-35.84296144,6.393328332,15.20730523,-31.54514332,10.8756129,13.65449378,-29.77184696,7.29490095,12.45272084,-28.09637519,5.103240151,12.92268674,3
1273,46,-50,-17,-37.82108889,9.115703871,5.031971769,-37.09459394,7.842022725,5.07233976,-35.74359524,4.440357119,4.310821834,-36.03059323,2.282111627,5.028328139,3
1274,-44,18,-6,-18.59677136,-41.56939862,-2.110306116,-17.67062392,-37.98646926,-2.574051511,-16.92162922,-36.74323638,-4.084129222,-16.27949998,-34.03029494,-7.496833087,13
1275,55,7,25,-12.6039435,31.62855577,-44.92121301,-14.94470306,29.59536906,-38.06109215,-11.76696144,27.17308183,-34.90274992,-12.11820206,26.90248189,-32.44065773,9
1276,-33,0,5,-17.24350023,-43.26315225,-3.858548441,-16.00228174,-40.50372971,-3.11858763,-15.81294043,-38.23430758,-2.947006233,-16.05113518,-36.79091915,-5.708443466,13
1277,58,-12,-32,-30.2834995,15.21534658,-18.95666566,-19.60342798,14.39258949,-17.27305338,-19.54697182,15.43012902,-13.98543367,-17.68558035,17.6726689,-11.8216618,10
1278,36,21,-21,-27.69428679,14.4833749,-26.33799516,-21.28053821,14.93348908,-24.2890807,-20.95075396,11.75978702,-22.23017861,-20.29667585,15.66318128,-20.00932283,14
1279,-48,27,36,35.77369459,-49.131737,-5.693683615,32.58935535,-44.29946143,-5.396279471,30.9755901,-44.8201629,-6.233515082,31.40140043,-42.58578198,-10.42765268,1
1280,-24,-27,69,23.29812024,16.35837472,57.58397829,21.72004303,11.43852617,55.65728178,16.86912607,14.06895979,47.6074841,16.65896953,3.615938129,46.95205141,2
1281,-3,-10,63,43.08841787,6.690432522,20.91643046,31.87117075,6.700707084,22.19196084,31.27205833,6.60749082,20.40491491,28.55244695,2.234393427,21.80983462,7
1282,-5,-78,27,-12.60533232,15.90261326,42.44762429,-10.61925689,11.56490335,40.49483033,-14.27391819,10.02075759,35.92921801,-15.41778623,3.72215254,35.94076671,16
1283,6,44,-24,-22.32024297,-17.62103322,-29.42460683,-20.3084128,-16.33977428,-24.82355023,-15.06569248,-14.33136005,-26.03616554,-13.59523613,-10.62457986,-28.80742484,8
1284,-48,-20,48,65.34709578,-19.25839902,42.62083983,59.41950939,-21.62855789,39.74655706,53.84286813,-19.86131691,44.415251,54.84911838,-17.90147576,38.13683317,2
1285,-38,-60,-7,-34.13701362,-12.30760749,21.95539976,-31.75492871,-12.03018183,22.34114839,-27.92309568,-12.13254861,18.84257068,-27.78688156,-12.16393683,16.1010232,15
1286,-63,-33,-6,-19.59467446,-34.6301278,12.67754748,-18.51103628,-30.55953363,11.3577059,-16.50013631,-33.17877322,8.78074311,-16.27977365,-31.41987909,4.169423655,15
1287,46,55,1,6.515523699,14.65937855,-56.21505311,9.302516996,12.11294289,-62.27187964,10.68472252,14.2515795,-54.88307839,12.91765438,21.88645987,-51.28082886,14
1288,54,17,-15,-33.07392649,20.49880851,-26.1549892,-26.12542665,15.30134299,-24.5954331,-24.12023574,16.41315493,-20.96917624,-22.83973079,19.02317577,-20.0208636,14
1289,24,57,33,55.10748137,-20.25438681,-60.48375291,48.19396489,-11.69533388,-55.15666442,49.12482829,-8.599755661,-50.6750294,50.87892159,-2.707391243,-47.2971789,9
1290,14,12,18,-23.97859783,1.132948134,-27.69667985,-24.40413665,0.932191396,-28.5829591,-20.49257955,2.949493277,-26.34871041,-19.10136976,9.425089128,-24.23324755,11
1291,-26,1,-10,-30.02842226,-23.8511808,8.333365377,-29.11566484,-25.45357335,5.013066275,-28.90298507,-24.24084803,5.316220291,-27.53402694,-23.70919046,0.509963908,13
1292,12,-49,73,27.53928305,47.37618876,40.29078065,20.93912709,39.72583368,38.31264297,22.3480318,38.82289166,35.49884986,19.61069045,30.33456363,42.5898132,5
1293,-25,51,21,56.82826879,-34.48417462,-45.74617831,54.91661135,-35.88096622,-39.51359932,54.90265006,-26.76294799,-35.5277656,55.34120361,-23.94653166,-35.29026185,1
1294,-54,-20,19,19.87678792,-52.28468055,29.91331475,16.15981754,-47.67993853,24.58305531,19.24183427,-41.9882273,21.01669704,18.86729184,-42.11469588,16.95753925,6
1295,26,17,54,35.61621697,32.7692751,-45.01924753,43.33178511,32.72685066,-33.94656504,42.09828972,29.01803466,-29.31286762,39.68448146,29.20004667,-24.69307945,9
1296,-8,11,15,-19.73807839,-37.91432296,-12.72973226,-19.44895697,-30.08045331,-12.33681016,-18.65654156,-28.82655304,-13.88818883,-16.28106459,-27.71811092,-15.91218698,13
1297,66,-26,-20,-37.20033872,17.76448334,-16.99064597,-30.42926805,14.59253537,-15.53554416,-28.13415693,13.28758795,-13.95945324,-28.56321899,13.19766148,-12.33392343,10
1298,16,7,72,58.90802098,18.72338409,-3.899988083,54.1513526,19.76573763,1.849129585,46.5239289,15.29302983,3.180721127,45.10371257,13.89684307,7.134105535,7
1299,21,4,-24,-37.4723761,7.454191012,-20.07629819,-32.88475468,6.882529018,-16.1886707,-30.22953676,6.198740092,-16.11313435,-31.12444848,7.061863328,-17.74621181,10
1300,-28,-82,-16,-28.26527149,-2.885828565,28.91658535,-24.62369512,-1.595081504,23.73545195,-23.56103631,-1.409898328,20.52757808,-21.61121835,-2.104785706,18.92110673,15
1301,41,-49,45,-6.496072867,64.37750511,17.70641636,-4.444121345,56.6849564,11.36833863,-4.815144444,53.8343761,15.71436548,-8.16909388,49.75633883,24.12157501,5
1302,24,-48,4,-34.40003673,0.850126776,8.153130384,-30.75079095,3.258870828,7.651109449,-28.00573804,2.067381725,7.841857748,-27.67493155,-1.925770888,8.373850592,3
1303,-5,51,39,43.77511044,-23.41864527,-40.99447843,45.45553907,-23.3377704,-34.00622255,38.88522337,-22.58323521,-29.6504331,38.74575666,-16.7098005,-30.2740514,8
1304,58,-21,36,33.6475887,66.86387889,-23.39751966,30.52073766,55.88653225,-22.04850503,26.13915388,55.53162937,-16.88876526,29.74198541,59.02152467,-12.51832741,17
1305,-39,-18,9,4.161712077,-53.11773782,11.31225673,1.119139359,-45.56131546,10.02838752,3.067279769,-44.04949958,7.727659039,4.060174879,-39.76791621,3.42397198,6
1306,-27,-48,52,34.39323816,9.427111806,61.12012021,24.73834389,3.601781398,58.32416624,22.61389425,7.677994679,55.62861557,19.50338262,-0.265029196,50.10713642,2
1307,-13,20,-21,-22.59065863,-34.86179399,-7.481596624,-21.52521572,-30.6306341,-6.718301898,-19.54159772,-30.70896805,-9.180114774,-18.29655564,-29.23673814,-11.75662514,13
1308,31,41,32,28.76965996,23.22501413,-61.09613296,28.80438858,18.04639901,-51.86993793,25.30599928,12.33502909,-50.24172188,25.37598569,17.5026923,-45.45563379,9
1309,-57,1,-18,-18.75216275,-34.99365194,9.760879892,-17.19300636,-31.49391661,8.648264787,-16.57060741,-30.69662433,7.3440645,-14.94748976,-29.45777415,2.456563504,15
1310,28,-1,-42,-30.7677649,8.20438735,-15.01823744,-25.23053883,5.493738815,-16.75193044,-21.81503464,4.796244966,-14.94926914,-22.40376083,8.03237318,-12.38996406,10
1311,0,-17,-32,-34.31454689,-8.253628581,4.031932993,-30.27874528,-6.162530509,2.440170678,-26.88794111,-7.929180355,2.434963817,-27.47939604,-6.395172924,-0.638643479,4
1312,-4,21,51,60.90329319,1.206703123,-6.892887212,54.79503777,0.055826152,-0.993384949,51.75879001,-1.176376746,2.133599196,49.23491253,0.933709832,0.020463692,7
1313,-48,37,20,14.02117875,-51.74741629,-10.96444913,15.2300365,-45.90241589,-11.57216775,14.40655518,-41.06575089,-13.52780585,12.24330137,-42.40851881,-18.78540883,13
1314,4,-45,16,-16.47049813,14.01647949,29.88098618,-18.20599652,6.144565787,27.58459828,-17.5425272,5.307199812,23.86784608,-18.35796296,3.035114312,23.20443528,16
1315,-46,-66,34,35.04383367,5.968371936,61.81731613,30.9650584,-4.826019956,54.75203054,30.8178141,-1.914766465,52.79359835,29.73979169,-3.854668818,49.14233886,2
1316,-12,-84,-19,-31.52339523,-7.048281441,19.23627097,-28.33740293,-3.810813171,17.44702499,-27.36253048,-5.970100297,13.1933935,-27.10603227,-7.864035272,11.48442086,12
1317,16,-35,43,8.542197306,20.9372186,33.0488678,1.295980372,16.87735703,33.47074544,-1.581068372,15.59057058,33.78639656,-3.333892238,11.81516715,33.87944517,16
1318,-49,3,49,55.51750785,-42.61116181,21.28916295,43.07200093,-41.82134741,14.99793377,50.24530862,-31.40551247,19.93553416,41.36329412,-35.71826083,9.254181661,2
1319,-45,-11,-9,-20.00726935,-39.59097163,9.262884997,-18.40415909,-37.11564575,6.602023325,-16.67459806,-37.052014,6.298475403,-13.68777547,-34.91069262,0.002845147,15
1320,36,-37,56,12.30913795,67.9079271,23.570998,4.198764523,49.37731552,24.10796036,1.229530287,50.29508024,25.89707789,6.689910437,46.74974802,29.36864708,5
1321,-15,37,49,53.37466069,-30.53729231,-27.05380555,53.0327243,-24.92296942,-23.28064866,48.14884128,-22.26269975,-20.64852217,50.24972513,-19.39448121,-20.07618615,8
1322,14,51,48,52.16898474,-11.64598053,-42.87496518,49.47980844,-10.45613666,-38.75502442,44.24907914,-9.224407286,-34.05192269,42.07350778,-3.796241976,-34.17278609,8
1323,-29,-18,-20,-29.35012608,-27.3751058,9.927008835,-29.26753695,-22.88452902,8.428919597,-29.54693843,-21.61393255,6.796655831,-28.11860885,-23.74264107,3.522420964,13
1324,-37,33,2,-12.19405228,-41.39453441,-6.360610512,-12.20872573,-37.7165173,-8.969889786,-10.4058991,-35.97816025,-9.007104902,-8.140287794,-35.9656838,-11.76029314,13
1325,-3,-19,6,-31.31517728,-16.91794788,5.269240295,-29.3916534,-15.34671077,3.528418204,-29.13673143,-15.88253137,1.797676477,-28.97956835,-16.56026131,0.361238751,4
1326,-46,-60,-15,-26.25389611,-9.184824594,24.71467235,-22.05763764,-15.34137383,22.11450945,-21.63275256,-9.14513615,17.60660401,-19.91768421,-10.95280367,15.62297512,15
1327,0,-55,66,38.86867844,30.31705509,50.39051232,37.63366801,27.64288717,48.74896471,30.63834986,19.80909669,41.54399463,24.94786443,18.85804797,41.76593889,16
1328,-47,8,30,11.09889172,-52.21581519,2.717482592,5.395307371,-48.73618019,-0.900826705,9.704867155,-41.93176524,-1.182676189,7.807531541,-45.06273737,-5.081647293,2
