label,anatomy,,,isomap,,,MDS,,,tsne,,,PLACE,Q
2027,198.69,100.96,110.58,0.87255299,1.6267564,0.71077454,-0.332553992,0.449766844,1.016331378,18.14119416,-4.315550335,5.131974661,1,9
2027,184.53,96.488,107.18,1.2242249,1.6033322,0.38707334,-0.30262714,0.591300498,0.829140905,17.91424302,-5.384698098,2.391835174,1,6
2027,200.96,90.803,104.49,1.0505179,1.6254147,0.93396878,-0.063830066,0.549513011,1.083275373,18.64319388,-3.002985929,3.063057142,1,9
2027,187.6,89.45,106.17,1.470495,1.5137647,0.34034544,-0.198951486,0.693136343,0.765865403,17.9460163,-4.748479798,0.149896415,1,6
2028,246.36,124.67,88.293,0.004789456,1.6540853,0.441459,-0.933374394,-0.116490391,0.866550839,19.11811623,0.200945612,19.70152511,1,3
2028,237.33,130.45,90.537,-0.009900299,1.6373186,0.40840274,-0.924248057,-0.116487573,0.887484583,18.88496562,-2.061373763,18.48092841,1,3
2028,227.29,131.08,99.405,-0.062988624,1.5810474,0.29182202,-0.904017074,-0.170740538,0.870652617,17.70509734,-5.165669059,17.31926141,1,3
2028,207.74,136.8,109.44,0.21715471,1.4482145,-0.22477759,-0.777712479,-0.02351633,0.570506337,14.99392877,-12.62541516,8.429364759,1,8
2028,211.66,122.58,110.43,0.30714449,1.5177015,0.16368774,-0.75041626,0.023465444,0.82076715,16.19633317,-9.686457982,9.982315242,1,9
2028,203.05,129.23,113.73,0.22027577,1.4458617,-0.32492951,-0.940485372,-0.002057267,0.579079136,15.29921446,-14.16026134,6.966714598,1,8
2028,192.79,135.15,117.67,0.061219774,1.3490297,-0.53164434,-1.044316641,-0.119332459,0.441178766,14.53542183,-15.81751053,8.024631392,1,8
2028,191.64,123.72,122.45,0.48956501,1.5040935,-0.33626893,-0.865043572,0.200582087,0.558390038,15.63081293,-12.70352283,4.39737493,1,6
2028,179.59,120.39,126.24,0.60234433,1.3644291,-0.5802567,-0.951456162,0.250564718,0.390320192,15.43660499,-13.53984346,0.767584599,1,6
2028,156.5,134.28,122.54,-0.020139758,0.92173237,-1.0968724,-1.463306465,-0.160996072,-0.154913132,9.130882011,-24.00465288,-2.017684625,1,8
2028,168.35,119.56,129.44,0.48711261,1.1460097,-0.81177264,-1.131963129,0.185509969,0.103040239,12.69598976,-18.37466575,-14.99471893,1,8
2028,157.93,117.76,130.99,0.45809498,0.95258522,-1.0005982,-1.29242297,0.171592085,-0.104485055,12.07722455,-19.5912737,-15.22568565,1,6
2028,227.03,136.94,89.31,-0.096262343,1.4869354,0.95904517,-0.326381744,-0.142193008,1.042590984,14.83053375,-3.125790307,20.90261013,1,3
2028,222.9,133.32,78.732,0.000816685,1.5299032,0.95919925,-0.376036645,-0.078219551,1.034135044,15.80329175,-1.439999342,20.09240839,1,3
2028,218.2,133.66,110.97,-0.001151164,1.4591098,0.67853892,-0.486081436,-0.117292436,1.002076954,15.19788594,-4.248981449,18.5379502,1,8
2028,216.53,131.69,86.613,0.048199203,1.4666879,0.24378067,-0.742340952,-0.133306075,0.788945399,16.35189271,-7.290014136,15.47209729,1,8
2028,179.96,135.96,125.54,-0.040532112,1.1368955,-0.69341886,-1.008705673,-0.19820375,0.25665405,11.64923563,-18.74611068,4.600923707,1,8
2028,181.01,133.49,111.42,0.11447307,1.3074452,-0.49331963,-0.907687676,-0.10468486,0.463260751,13.61006829,-15.44105938,6.362701244,1,8
2028,171.44,133.86,128.11,-0.019155957,1.0759455,-0.83024657,-1.111431331,-0.175234446,0.151364748,10.65103595,-20.4095505,2.660412685,1,8
2028,165.48,133.25,126.56,0.029289633,0.97147477,-0.9690817,-1.188264678,-0.132866562,0.024470575,9.976946994,-21.6784744,1.133625506,1,8
2029,104.61,130.65,127.5,0.62619609,0.40060166,-1.1829079,-1.195246032,0.341272392,-0.465924305,8.463507576,-20.85735702,-17.15071391,15,7
2029,97.989,136.16,120.88,0.33955762,0.3035391,-1.1467426,-1.167484254,0.177767427,-0.52639914,7.365657247,-21.26351223,-15.35086499,15,7
2029,92.506,124.21,120.72,1.0320076,0.11800659,-1.1212479,-0.914791432,0.647674819,-0.494163791,7.732205944,-13.11945349,-27.69402381,15,7
2029,89.632,118.84,105.04,1.1791534,-0.41426471,-1.2461959,-0.660875952,0.825312883,-0.715039155,4.187091355,-7.861201255,-31.91493446,15,7
2029,111.26,123.04,123.55,0.90025526,0.53109211,-1.2190143,-1.256873858,0.58777488,-0.403821854,10.20107463,-19.01129524,-22.08791297,15,7
2029,114.82,111.69,109.77,1.2532998,0.3976326,-1.126168,-1.041365401,0.80485295,-0.35500188,9.39798905,-15.10366158,-26.97104716,15,7
2029,102.74,111.16,116.81,1.2721533,0.32414261,-1.032433,-0.919752006,0.798761026,-0.323712342,9.711427557,-13.10665352,-27.72821124,15,7
2029,98.061,115.27,104.39,1.2130146,0.022866188,-1.1438372,-0.885380498,0.846254679,-0.514264422,7.366452053,-11.11256572,-29.80312243,15,7
2029,82.497,134.78,109.02,0.50866169,0.007420629,-1.2322809,-1.035033519,0.298720989,-0.636871202,6.522502347,-20.23734525,-17.50094667,15,7
2029,72.163,134.88,99.358,0.48307091,-0.44389924,-1.2844552,-0.787582931,0.388540922,-0.875741658,-7.92207792,-12.94898862,-13.42461576,15,7
2029,74.998,122.08,103.94,1.2197334,-0.55815333,-1.1918103,-0.510745934,0.805988825,-0.69045208,2.500525339,-6.799215252,-32.76175563,15,7
2029,76.997,115.32,88.954,1.1240846,-0.94426829,-1.1517869,-0.289617296,0.803378547,-0.827562298,1.291870818,-5.34106484,-33.57727912,15,7
2029,58.571,132.76,90.485,0.079229638,-0.92935461,-1.2891895,-0.514107989,0.13419134,-1.084681237,-11.89903886,-11.32636398,-9.958734042,15,5
2029,51.197,128.82,80.63,0.32942256,-1.0256127,-1.3297039,-0.440110856,0.309741433,-1.009083256,-11.02782913,-9.530638035,-12.63025343,15,5
2029,66.243,114.48,85.991,0.89982605,-1.1209905,-1.1332415,-0.219023887,0.701758388,-0.908137215,-0.184686716,-4.880722681,-32.10406099,15,7
2029,59.538,118.44,88.883,0.65880919,-0.85584289,-1.3426828,-0.547811864,0.538696198,-0.957220522,-9.850258182,-9.133665324,-15.21313829,15,7
2030,193.18,97.036,42.175,1.3880771,0.59943718,1.6185585,0.352863478,0.687082888,0.865079101,17.54696463,19.24859994,-9.678185123,11,9
2030,185.45,101.08,39.361,1.0706129,1.0577558,0.50252819,-0.537012712,0.612880837,0.60744244,21.87050797,11.55554902,-1.345894492,11,9
2030,179.76,94.103,45.762,1.8945082,0.48565534,1.377359,0.37660529,1.022662043,0.690206718,8.165817382,24.13723552,-36.25437071,11,7
2030,186.45,86.982,51.925,3.1737571,-0.039975051,1.8793497,1.796435175,1.160895405,1.008570952,-0.312734357,28.31729491,-41.59286626,11,7
2030,171,92.635,50.433,2.0595326,0.35261849,1.3499571,0.425163431,1.148273977,0.525386656,7.548891229,23.86490459,-37.98091528,11,7
2030,162.57,89.427,57.926,2.4792285,0.41380632,1.3892505,0.60208088,1.2513294,0.311775046,7.226410671,22.46960653,-40.26191595,11,7
2030,176.42,83.16,58.561,2.5133791,0.40369666,1.7011268,0.90653376,1.254253957,0.486517038,5.852231357,23.23126005,-40.25452317,11,7
2030,167.01,78.367,64.687,2.9166219,-0.12064566,0.88470525,1.018205047,1.261209699,0.380769259,5.321126646,18.42398031,-44.65384164,11,7
2030,154.85,85.57,59.309,2.7672973,0.28793997,0.99427205,0.719208822,1.286096254,0.330827162,6.667250061,20.06820582,-41.71304729,11,7
2030,147.94,91.415,59.233,2.8420789,0.26275209,1.128683,0.848913079,1.337652897,0.198327709,5.943058337,21.84202853,-42.61892363,11,7
2030,158.5,75.391,66.098,2.8768828,-0.17559062,0.40757421,0.84048946,1.255365411,0.249981559,6.173620723,15.83601842,-44.20796731,11,7
2030,150.55,73.398,66.432,2.9991212,-0.34077895,0.64622134,1.09626053,1.28701233,0.298969029,5.120502606,16.66344856,-46.52383121,11,7
2030,133.8,93.438,68.218,2.657424,-0.14678591,0.042510912,0.496194419,1.204163852,0.171518826,7.294327958,12.54086004,-44.05637954,11,7
2030,137.57,83.991,67.334,2.8032017,-0.22565055,0.21951243,0.714851309,1.219816677,0.236328508,6.361261059,14.59497381,-45.58367403,11,7
2030,140.48,73.564,68.985,2.9594824,-0.42799589,0.44168484,0.980376639,1.286984486,0.302075197,4.565699323,16.45811888,-46.28698969,11,7
2030,127.24,72.751,72.115,3.0047293,-0.5395869,0.57624739,1.060383051,1.419793345,0.39344804,2.979352919,16.25277736,-45.85228596,11,7
2031,138.43,92.442,88.1,2.2902155,0.1764625,-0.43051732,0.071344695,1.054648312,0.041439213,8.183123658,4.846398562,-42.69236416,12,7
2031,121.53,94.55,95.911,1.6589817,0.25821555,-0.97024465,-0.720163647,1.041652861,-0.23556274,9.021887877,-7.263374131,-33.80601194,12,7
2031,114.27,85.426,97.444,1.736504,0.14728716,-0.99979174,-0.641859581,1.128128015,-0.236866511,7.836059734,-5.17883555,-35.0410447,12,7
2031,130.1,103.49,86.547,1.9188895,0.41383669,-0.72494906,-0.413681786,1.000498801,-0.100652247,9.393445716,-3.073547724,-38.55210689,12,7
2031,129.95,93.626,92.431,2.1981487,0.073083751,-0.50994122,-0.060096233,1.133610353,-0.03866847,7.944268409,2.752260315,-41.16320313,12,7
2031,144.4,82.974,92.523,2.5664639,-0.046436097,0.13128994,0.515700247,1.082312324,0.169814208,6.434999224,9.721519795,-45.52862647,12,7
2031,144.87,76.799,95.977,2.888665,-0.25186023,0.68447292,1.093210142,1.112922295,0.336544522,4.429746778,14.00571189,-47.73160476,12,7
2031,132.74,82.33,100.02,2.3782928,-0.1006266,-0.092417158,0.290618477,1.157860369,0.061976377,6.416688719,7.159698467,-43.05276464,12,7
2031,134.29,76.419,95.408,2.6876402,-0.24209276,0.43592444,0.747917676,1.282836921,0.22361439,4.106748051,12.1617159,-45.28704156,12,7
2031,123.62,79.047,103.35,1.9922645,0.10551631,-0.46674609,-0.199009124,1.153033069,-0.056369842,7.697711459,0.992960118,-38.81901775,12,7
2031,123.58,75.447,87.214,2.5253851,-0.10677902,0.20575809,0.474888659,1.241563994,0.176279341,4.522371837,10.66831047,-43.4583869,12,7
2031,113.87,79.105,97.312,2.2530382,-0.12931438,-0.24528156,0.160313911,1.18917052,-0.004853795,5.719372441,5.443399816,-40.98337371,12,7
2031,114.97,76.511,80.775,2.6466558,-0.20468339,0.35815901,0.605079874,1.357077571,0.215035135,3.751304788,13.45782272,-43.80157169,12,7
2032,242.96,128.21,67.705,0.18872432,1.6509987,0.40830988,-1.039124185,-0.009063361,0.773910479,20.74815028,2.314343656,18.48267041,3,3
2033,177.94,112.5,33.549,1.0285174,0.46304047,0.088906318,-0.569367241,0.681116891,0.081774594,9.280442657,23.16970237,-14.78766106,9,1
2033,186.44,108.34,31.355,1.1467503,0.21833335,0.4041425,-0.181410339,0.703080662,0.195152308,7.776202016,24.77323486,-17.59129261,9,1
2033,187.98,103.35,30.778,1.771349,-0.027247867,1.3176349,0.734439287,0.897423554,0.54986184,4.043057647,26.79510519,-26.51910399,9,1
2034,144.68,92.868,74.927,2.4380615,0.15671621,-0.14583722,0.24361708,1.151663139,0.115771141,8.594314541,9.299989215,-43.63049647,11,7
2035,187.02,106.9,63.04,1.7007989,1.2561074,0.85096842,-0.112705573,1.037524944,0.809374661,18.53892427,13.15240686,-11.52585909,10,9
2035,191.5,99.818,71.191,1.7872795,1.1927794,1.0786773,0.192428841,0.993629578,0.856122696,19.52553257,14.68448621,-13.31490196,10,9
2035,176.29,102.21,63.545,1.2705436,0.80480522,0.12800965,-0.433345491,0.786224148,0.219282744,20.84456088,10.042085,-7.785695664,10,9
2035,180.75,96.091,63.563,1.3901387,0.67753583,1.6471001,0.320942219,0.662904277,0.851196022,18.16100287,17.96719235,-9.740589072,10,9
2035,167.54,99.317,67.662,2.0614474,0.40353599,1.1932365,0.422560498,1.055491103,0.50717736,17.59576686,15.47364216,-16.12700374,10,9
2035,160.19,100.65,68.342,2.2612004,-0.013872293,0.71013665,0.538249754,0.905655383,0.222214695,7.29160367,9.458884152,-44.34011018,10,7
2035,152.52,101.44,71.753,2.5629575,-0.13810439,0.63878536,0.763702977,1.153308186,0.167984241,6.343135505,12.39128024,-45.44940805,10,7
2035,143.97,104.37,76.908,2.2005715,0.005319633,-0.016177129,0.241598108,1.062573152,-0.008664765,8.628984563,6.496538308,-43.60251112,10,7
