label;Anatomy;region_name;hemisphere
1;Right;MNI(51:-10:5);right
2;Right;MNI(23:-5:-23);right
3;Left;MNI(-27:-22:61);left
4;Left;MNI(-14:-77:33);left
5;Left;MNI(-40:45:-2);left
6;Right;MNI(41:-84:-7);right
7;Right;MNI(4:5:60);right
8;Left;MNI(-6:-12:20);left
9;Left;MNI(-64:-21:-6);left
10;Right;MNI(6:-62:-42);right
11;Left;MNI(-51:-65:4);left
12;Right;MNI(38:49:-9);right
13;Left;MNI(-21:59:-11);left
14;Right;MNI(51:-46:16);right
15;Right;MNI(51:-64:-30);right
16;Right;MNI(33:50:-8);right
17;Right;MNI(7:-27:32);right
18;Left;MNI(-9:-94:6);left
19;Right;MNI(18:-36:75);right
20;Right;MNI(12:43:17);right
21;Left;MNI(-27:-34:0);left
22;Right;MNI(69:-24:-8);right
23;Right;MNI(27:9:54);right
24;Left;MNI(-54:7:-15);left
25;Left;MNI(-24:8:-42);left
26;Left;MNI(-48:-68:24);left
27;Left;MNI(-5:-31:39);left
28;Left;MNI(-9:10:-6);left
29;Left;MNI(-45:-3:47);left
30;Left;MNI(-54:-35:50);left
31;Right;MNI(17:-18:20);right
32;Left;MNI(-2:41:8);left
33;Right;MNI(63:-54:15);right
34;Right;MNI(31:-9:70);right
35;Right;MNI(17:-97:8);right
36;Left;MNI(-48:34:-2);left
37;Right;MNI(9:44:54);right
38;Right;MNI(41:-8:-40);right
39;Left;MNI(-36:-9:6);left
40;Left;MNI(-15:-57:68);left
41;Left;MNI(-6:-1:75);left
42;Left;MNI(-3:-20:-38);left
43;Right;MNI(2:0:15);right
44;Right;MNI(51:-53:53);right
45;Left;MNI(-17:70:6);left
46;Right;MNI(35:-72:28);right
47;Right;MNI(28:37:-17);right
48;Right;MNI(67:-29:25);right
49;Right;MNI(56:3:31);right
50;Right;MNI(57:8:-28);right
51;Left;MNI(-30:-63:37);left
52;Left;MNI(-6:-25:75);left
53;Left;MNI(-33:18:-37);left
54;Right;MNI(21:-69:56);right
55;Left;MNI(-33:-24:21);left
56;Right;MNI(66:-45:2);right
57;Left;MNI(-44:-46:-31);left
58;Right;MNI(35:-16:10);right
59;Right;MNI(13:11:45);right
60;Left;MNI(-18:-37:-25);left
61;Left;MNI(-36:-41:54);left
62;Right;MNI(60:15:20);right
63;Left;MNI(-26:20:-6);left
64;Left;MNI(-35:25:32);left
65;Right;MNI(51:-45:-36);right
66;Right;MNI(7:36:-25);right
67;Right;MNI(27:-43:-9);right
68;Right;MNI(36:-78:21);right
69;Right;MNI(28:-46:69);right
70;Right;MNI(3:39:33);right
71;Right;MNI(63:-32:45);right
72;Right;MNI(45:36:37);right
73;Left;MNI(-48:-14:57);left
74;Left;MNI(-44:-37:23);left
75;Left;MNI(-9:39:-22);left
76;Right;MNI(43:-35:-16);right
77;Left;MNI(-36:-74:17);left
78;Right;MNI(20:11:12);right
79;Right;MNI(19:-67:20);right
80;Right;MNI(6:-82:6);right
81;Left;MNI(-31:2:57);left
82;Left;MNI(-63:-17:12);left
83;Right;MNI(38:57:20);right
84;Right;MNI(51:34:-8);right
85;Right;MNI(42:-32:44);right
86;Left;MNI(-57:10:14);left
87;Left;MNI(-11:2:24);left
88;Left;MNI(-29:-42:45);left
89;Right;MNI(33:-26:-5);right
90;Right;MNI(33:33:38);right
91;Right;MNI(45:-73:39);right
92;Left;MNI(-23:60:29);left
93;Right;MNI(9:21:2);right
94;Left;MNI(-9:-47:11);left
95;Right;MNI(43:-26:63);right
96;Left;MNI(-3:63:33);left
97;Right;MNI(33:16:-36);right
98;Right;MNI(5:-48:69);right
99;Left;MNI(-38:-23:46);left
100;Right;MNI(67:-12:-18);right
101;Left;MNI(-6:25:0);left
102;Left;MNI(-36:-79:-8);left
103;Left;MNI(-61:-45:7);left
104;Left;MNI(-51:-5:-36);left
105;Right;MNI(60:-63:3);right
106;Right;MNI(25:22:58);right
107;Left;MNI(-7:-21:-29);left
108;Left;MNI(-32:-3:66);left
109;Left;MNI(-34:-1:-44);left
110;Right;MNI(39:0:50);right
111;Left;MNI(-30:41:-14);left
112;Right;MNI(34:30:4);right
113;Right;MNI(24:-61:3);right
114;Right;MNI(24:52:-12);right
115;Left;MNI(-5:18:36);left
116;Left;MNI(-42:-65:3);left
117;Right;MNI(18:-81:42);right
118;Left;MNI(-6:-81:19);left
119;Left;MNI(-54:-51:39);left
120;Left;MNI(-44:28:30);left
121;Right;MNI(10:25:-11);right
122;Right;MNI(63:-48:-12);right
123;Left;MNI(-26:-42:69);left
124;Right;MNI(30:-1:13);right
125;Left;MNI(-16:-3:66);left
126;Right;MNI(16:-32:51);right
127;Right;MNI(27:63:15);right
128;Left;MNI(-39:-4:-9);left
129;Right;MNI(47:-81:10);right
130;Left;MNI(-45:-13:14);left
131;Right;MNI(10:-18:-15);right
132;Left;MNI(-7:22:11);left
133;Left;MNI(-24:-63:-8);left
134;Right;MNI(51:-25:18);right
135;Left;MNI(-27:-69:53);left
136;Right;MNI(51:-20:-20);right
137;Right;MNI(61:6:-3);right
138;Left;MNI(-17:43:42);left
139;Right;MNI(22:-87:-6);right
140;Left;MNI(-28:-42:-31);left
141;Right;MNI(14:-46:39);right
142;Left;MNI(-48:32:23);left
143;Right;MNI(11:34:35);right
144;Left;MNI(-63:-28:0);left
145;Right;MNI(15:-2:20);right
146;Right;MNI(12:56:7);right
147;Left;MNI(-53:-21:31);left
148;Left;MNI(-36:-2:-29);left
149;Right;MNI(60:0:40);right
150;Right;MNI(54:-33:3);right
151;Right;MNI(26:-6:-41);right
152;Right;MNI(55:36:10);right
153;Right;MNI(9:-29:61);right
154;Left;MNI(-39:-65:18);left
155;Left;MNI(-44:-45:18);left
156;Left;MNI(-1:-73:6);left
157;Left;MNI(-12:-17:13);left
158;Right;MNI(21:-27:3);right
159;Left;MNI(-19:45:-11);left
160;Right;MNI(22:-3:-9);right
161;Right;MNI(7:-20:46);right
162;Left;MNI(-28:46:26);left
163;Right;MNI(12:51:-21);right
164;Right;MNI(12:-50:-31);right
165;Right;MNI(38:-67:51);right
166;Right;MNI(47:12:-38);right
167;Left;MNI(-15:-24:73);left
168;Left;MNI(-45:-4:18);left
169;Left;MNI(-23:-72:40);left
170;Right;MNI(68:-49:9);right
171;Left;MNI(-57:-52:-4);left
172;Right;MNI(9:-77:-3);right
173;Right;MNI(50:42:4);right
174;Right;MNI(56:-10:12);right
175;Right;MNI(33:56:6);right
176;Left;MNI(0:35:60);left
177;Left;MNI(-21:-38:3);left
178;Left;MNI(-20:39:54);left
179;Right;MNI(40:17:58);right
180;Right;MNI(39:-36:66);right
181;Right;MNI(15:-89:28);right
182;Left;MNI(-32:49:22);left
183;Left;MNI(-3:8:65);left
184;Left;MNI(-27:6:6);left
185;Left;MNI(-60:-12:24);left
186;Left;MNI(-4:-61:62);left
187;Right;MNI(43:38:-12);right
188;Right;MNI(48:-37:45);right
189;Left;MNI(-40:-26:-18);left
190;Left;MNI(-16:-59:-26);left
191;Right;MNI(60:-5:-29);right
192;Right;MNI(9:-46:22);right
193;Right;MNI(40:9:15);right
194;Right;MNI(31:-37:-40);right
195;Left;MNI(-18:-93:2);left
196;Right;MNI(9:61:33);right
197;Right;MNI(4:21:27);right
198;Left;MNI(-60:-6:-11);left
199;Left;MNI(-51:7:20);left
200;Right;MNI(29:-52:-27);right
201;Right;MNI(51:-75:22);right
202;Left;MNI(-14:-13:-26);left
203;Left;MNI(-10:-30:44);left
204;Right;MNI(27:60:11);right
205;Right;MNI(34:-10:60);right
206;Right;MNI(69:-28:5);right
207;Left;MNI(-23:17:-26);left
208;Right;MNI(63:-3:-3);right
209;Left;MNI(-27:-45:59);left
210;Right;MNI(36:45:26);right
211;Right;MNI(30:-69:-15);right
212;Right;MNI(41:20:-19);right
213;Right;MNI(39:-24:22);right
214;Right;MNI(64:-48:32);right
215;Left;MNI(-26:27:48);left
216;Right;MNI(12:1:75);right
217;Left;MNI(-29:-84:24);left
218;Right;MNI(66:-15:31);right
219;Right;MNI(36:-78:41);right
220;Right;MNI(51:21:41);right
221;Left;MNI(-39:44:32);left
222;Left;MNI(-52:-32:1);left
223;Left;MNI(-3:-15:56);left
224;Left;MNI(-4:-30:-42);left
225;Right;MNI(61:11:27);right
226;Left;MNI(-6:45:24);left
227;Left;MNI(-10:-51:19);left
228;Right;MNI(23:68:5);right
229;Left;MNI(-30:30:8);left
230;Right;MNI(3:-15:32);right
231;Left;MNI(-12:29:63);left
232;Left;MNI(-5:-69:57);left
233;Right;MNI(33:11:58);right
234;Left;MNI(-30:58:2);left
235;Right;MNI(25:-54:10);right
236;Left;MNI(-44:-45:48);left
237;Right;MNI(53:-33:-24);right
238;Left;MNI(-8:48:-21);left
239;Left;MNI(-60:-40:31);left
240;Right;MNI(15:-64:64);right
241;Right;MNI(55:-16:53);right
242;Left;MNI(-47:-1:-40);left
243;Right;MNI(47:6:33);right
244;Left;MNI(-61:-27:-18);left
245;Right;MNI(29:-85:-17);right
246;Right;MNI(23:38:54);right
247;Left;MNI(-31:-27:66);left
248;Right;MNI(4:-21:76);right
249;Right;MNI(14:-69:-7);right
250;Right;MNI(32:-87:25);right
251;Right;MNI(3:-11:4);right
252;Right;MNI(32:-8:10);right
253;Left;MNI(-42:-1:53);left
254;Left;MNI(-36:-43:-13);left
255;Right;MNI(10:66:-11);right
256;Right;MNI(45:-85:2);right
257;Left;MNI(-51:20:2);left
258;Right;MNI(69:-33:-4);right
259;Right;MNI(43:-42:61);right
260;Right;MNI(45:46:-10);right
261;Left;MNI(-51:-65:12);left
262;Right;MNI(36:-21:-27);right
263;Right;MNI(5:-88:-12);right
264;Left;MNI(-12:-8:76);left
265;Right;MNI(44:58:6);right
266;Right;MNI(6:51:15);right
267;Left;MNI(-22:0:-3);left
268;Right;MNI(33:4:-36);right
269;Right;MNI(50:21:-18);right
270;Right;MNI(49:-20:42);right
271;Right;MNI(6:16:32);right
272;Left;MNI(-36:-74:-22);left
273;Right;MNI(29:-57:54);right
274;Right;MNI(45:33:21);right
275;Left;MNI(-21:5:53);left
276;Right;MNI(19:10:20);right
277;Left;MNI(-49:17:-20);left
278;Left;MNI(-7:-23:15);left
279;Right;MNI(60:-41:47);right
280;Right;MNI(13:-6:11);right
281;Right;MNI(14:-30:-26);right
282;Right;MNI(35:-45:44);right
283;Left;MNI(-32:63:5);left
284;Left;MNI(-6:55:0);left
285;Left;MNI(-29:-12:70);left
286;Right;MNI(35:-46:-18);right
287;Right;MNI(23:-27:12);right
288;Left;MNI(-6:59:40);left
289;Right;MNI(22:31:-18);right
290;Left;MNI(-27:29:-5);left
291;Left;MNI(-6:-46:42);left
292;Left;MNI(-23:-55:57);left
293;Right;MNI(27:31:43);right
294;Right;MNI(54:-71:1);right
295;Left;MNI(-15:-87:-12);left
296;Left;MNI(-31:33:51);left
297;Left;MNI(-50:-19:-6);left
298;Left;MNI(-18:8:-38);left
299;Left;MNI(-48:39:13);left
300;Right;MNI(25:-30:66);right
301;Left;MNI(-17:-93:7);left
302;Right;MNI(18:22:66);right
303;Right;MNI(9:32:-7);right
304;Left;MNI(-63:-37:-2);left
305;Left;MNI(-8:34:60);left
306;Left;MNI(-19:-43:72);left
307;Left;MNI(-42:34:22);left
308;Left;MNI(-57:1:35);left
309;Right;MNI(5:10:32);right
310;Right;MNI(57:24:20);right
311;Left;MNI(-41:-71:34);left
312;Left;MNI(-4:69:-4);left
313;Left;MNI(-15:-24:-3);left
314;Right;MNI(40:-78:12);right
315;Right;MNI(44:6:-20);right
316;Left;MNI(-24:5:-26);left
317;Right;MNI(57:-14:35);right
318;Right;MNI(25:-6:-15);right
319;Left;MNI(-55:-41:-16);left
320;Right;MNI(51:-67:38);right
321;Right;MNI(17:-93:16);right
322;Right;MNI(20:54:39);right
323;Right;MNI(50:-6:18);right
324;Left;MNI(-36:-18:66);left
325;Right;MNI(37:20:-9);right
326;Right;MNI(51:-70:-8);right
327;Left;MNI(-9:66:-12);left
328;Left;MNI(-30:-34:51);left
329;Right;MNI(21:-64:-30);right
330;Right;MNI(29:59:-3);right
331;Left;MNI(-34:-12:-3);left
332;Left;MNI(-53:-54:17);left
333;Right;MNI(21:3:73);right
334;Left;MNI(-31:8:15);left
335;Left;MNI(-4:33:25);left
336;Right;MNI(9:-15:19);right
337;Left;MNI(-39:18:-35);left
338;Right;MNI(15:-38:62);right
339;Right;MNI(24:42:-15);right
340;Left;MNI(-25:-56:-20);left
341;Right;MNI(36:8:-43);right
342;Right;MNI(67:-39:9);right
343;Left;MNI(-26:19:56);left
344;Right;MNI(30:19:-5);right
345;Left;MNI(-45:5:40);left
346;Left;MNI(-30:-21:-27);left
347;Right;MNI(39:-58:42);right
348;Left;MNI(-20:61:9);left
349;Right;MNI(7:-21:6);right
350;Left;MNI(-21:-54:8);left
351;Right;MNI(9:-30:-33);right
352;Right;MNI(14:-90:-14);right
353;Left;MNI(-57:3:-3);left
354;Right;MNI(3:-6:50);right
355;Left;MNI(-5:-7:2);left
356;Right;MNI(38:-38:-41);right
357;Left;MNI(-40:-60:50);left
358;Right;MNI(18:-75:49);right
359;Right;MNI(59:-5:10);right
360;Left;MNI(-6:-14:42);left
361;Left;MNI(-3:-43:12);left
362;Right;MNI(51:-42:-12);right
363;Left;MNI(-46:-72:8);left
364;Right;MNI(26:-6:59);right
365;Left;MNI(-11:16:20);left
366;Left;MNI(-36:34:44);left
367;Left;MNI(-34:-75:38);left
368;Left;MNI(-8:-41:-38);left
369;Left;MNI(-17:-30:66);left
370;Right;MNI(12:-55:27);right
371;Right;MNI(17:-4:-25);right
372;Left;MNI(-63:-30:17);left
373;Right;MNI(10:-90:23);right
374;Right;MNI(54:-30:28);right
375;Left;MNI(-44:-15:42);left
376;Right;MNI(52:7:-2);right
377;Right;MNI(56:-49:48);right
378;Right;MNI(40:-17:2);right
379;Right;MNI(29:38:48);right
380;Right;MNI(56:-57:11);right
381;Right;MNI(18:-11:76);right
382;Left;MNI(-37:-42:-33);left
383;Left;MNI(-34:57:20);left
384;Left;MNI(-3:-15:70);left
385;Left;MNI(-42:-60:24);left
386;Right;MNI(48:0:-32);right
387;Right;MNI(16:-82:1);right
388;Left;MNI(-23:-58:-3);left
389;Left;MNI(-11:-71:43);left
390;Left;MNI(-22:4:69);left
391;Right;MNI(43:-30:16);right
392;Right;MNI(57:-62:-12);right
393;Right;MNI(34:-36:-1);right
394;Left;MNI(-20:-8:-40);left
395;Left;MNI(-48:-23:41);left
396;Right;MNI(45:49:20);right
397;Right;MNI(9:18:48);right
398;Right;MNI(37:-83:3);right
399;Right;MNI(24:7:4);right
400;Left;MNI(-31:-85:-9);left
401;Right;MNI(66:-30:-14);right
402;Left;MNI(-9:63:33);left
403;Right;MNI(29:0:53);right
404;Right;MNI(11:-44:33);right
405;Right;MNI(28:67:9);right
406;Left;MNI(-58:-48:32);left
407;Left;MNI(-11:-17:19);left
408;Right;MNI(63:-16:40);right
409;Left;MNI(-54:-2:45);left
410;Left;MNI(-5:-84:-24);left
411;Right;MNI(15:-57:69);right
412;Right;MNI(31:13:-11);right
413;Left;MNI(-47:-2:7);left
414;Left;MNI(-12:54:-15);left
415;Right;MNI(14:38:25);right
416;Right;MNI(39:-7:54);right
417;Left;MNI(-48:-20:2);left
418;Left;MNI(-50:-61:-8);left
419;Left;MNI(-45:41:-9);left
420;Left;MNI(-42:-12:-34);left
421;Right;MNI(45:-61:29);right
422;Right;MNI(29:15:-29);right
423;Right;MNI(64:0:25);right
424;Left;MNI(-37:-29:45);left
425;Right;MNI(24:42:40);right
426;Right;MNI(63:-5:-22);right
427;Left;MNI(-14:-68:59);left
428;Left;MNI(-20:26:-18);left
429;Right;MNI(15:-29:77);right
430;Right;MNI(30:-70:43);right
431;Left;MNI(-1:-37:-10);left
432;Left;MNI(-4:29:48);left
433;Right;MNI(54:-71:8);right
434;Right;MNI(42:14:44);right
435;Left;MNI(-44:39:27);left
436;Left;MNI(-28:-22:-14);left
437;Left;MNI(-48:-33:57);left
438;Left;MNI(-6:13:6);left
439;Left;MNI(-21:-81:24);left
440;Left;MNI(-9:-36:53);left
441;Left;MNI(0:17:59);left
442;Left;MNI(-60:-24:32);left
443;Left;MNI(-12:-87:2);left
444;Right;MNI(39:22:-2);right
445;Left;MNI(-8:45:15);left
446;Left;MNI(-57:-48:25);left
447;Right;MNI(33:-28:61);right
448;Right;MNI(20:-52:-3);right
449;Right;MNI(18:67:-8);right
450;Right;MNI(11:-25:54);right
451;Left;MNI(-25:47:45);left
452;Left;MNI(-41:15:-18);left
453;Left;MNI(-3:-9:75);left
454;Left;MNI(-37:-8:-32);left
455;Left;MNI(-32:-4:52);left
456;Right;MNI(67:-45:16);right
457;Right;MNI(57:-54:44);right
458;Left;MNI(-48:-34:-21);left
459;Right;MNI(66:-9:-12);right
460;Right;MNI(54:-6:35);right
461;Right;MNI(44:-41:-31);right
462;Right;MNI(8:-83:18);right
463;Right;MNI(2:61:2);right
464;Right;MNI(15:41:53);right
465;Left;MNI(-27:-59:-32);left
466;Right;MNI(12:-56:53);right
467;Right;MNI(33:-58:-30);right
468;Right;MNI(54:-12:-24);right
469;Left;MNI(-54:5:-24);left
470;Right;MNI(34:63:1);right
471;Left;MNI(-36:-45:62);left
472;Right;MNI(15:4:16);right
473;Left;MNI(-35:18:33);left
474;Right;MNI(9:-26:-37);right
475;Left;MNI(-35:-9:22);left
476;Right;MNI(3:-19:11);right
477;Right;MNI(54:34:20);right
478;Right;MNI(40:-73:-10);right
479;Left;MNI(-1:-6:36);left
480;Left;MNI(-27:42:-7);left
481;Right;MNI(12:-3:-9);right
482;Left;MNI(-32:4:-30);left
483;Left;MNI(-54:-20:-12);left
484;Right;MNI(66:-24:34);right
485;Left;MNI(-9:-13:6);left
486;Left;MNI(-54:-55:-12);left
487;Left;MNI(-15:-50:72);left
488;Right;MNI(39:-83:25);right
489;Left;MNI(-13:59:37);left
490;Right;MNI(23:58:25);right
491;Right;MNI(17:-48:8);right
492;Right;MNI(31:-40:-29);right
493;Left;MNI(-60:-42:21);left
494;Right;MNI(45:36:-4);right
495;Left;MNI(-16:-53:23);left
496;Right;MNI(60:-63:11);right
497;Left;MNI(-21:17:7);left
498;Left;MNI(-33:34:36);left
499;Left;MNI(-12:-90:22);left
500;Right;MNI(67:-36:18);right
501;Right;MNI(48:30:41);right
502;Left;MNI(-54:-13:13);left
503;Left;MNI(-12:-9:-18);left
504;Right;MNI(9:69:9);right
505;Right;MNI(31:-90:11);right
506;Left;MNI(-25:-79:39);left
507;Left;MNI(-38:6:10);left
508;Right;MNI(8:-6:18);right
509;Right;MNI(31:-51:60);right
510;Left;MNI(-42:-74:-9);left
511;Right;MNI(24:31:50);right
512;Left;MNI(-29:54:28);left
513;Right;MNI(39:-4:18);right
514;Left;MNI(-49:-56:9);left
515;Right;MNI(48:-9:-39);right
516;Left;MNI(-16:62:30);left
517;Right;MNI(67:-44:-5);right
518;Right;MNI(45:-12:63);right
519;Left;MNI(-36:-58:-27);left
520;Left;MNI(-42:37:5);left
521;Left;MNI(-19:-48:63);left
522;Right;MNI(60:6:34);right
523;Right;MNI(10:-47:-15);right
524;Left;MNI(-10:-3:21);left
525;Left;MNI(-11:6:72);left
526;Left;MNI(-60:-2:8);left
527;Left;MNI(-21:-31:5);left
528;Left;MNI(-10:1:-24);left
529;Right;MNI(18:70:9);right
530;Left;MNI(-11:-58:12);left
531;Right;MNI(17:-91:2);right
532;Left;MNI(-47:-24:28);left
533;Right;MNI(25:-9:-32);right
534;Right;MNI(55:1:-6);right
535;Right;MNI(70:-24:-1);right
536;Right;MNI(2:34:-15);right
537;Right;MNI(50:14:48);right
538;Right;MNI(60:-13:8);right
539;Left;MNI(-42:-78:14);left
540;Right;MNI(47:24:-12);right
541;Right;MNI(59:-31:13);right
542;Right;MNI(7:-11:38);right
543;Right;MNI(54:-20:-5);right
544;Left;MNI(-52:30:16);left
545;Right;MNI(60:-49:-21);right
546;Right;MNI(39:-34:50);right
547;Left;MNI(-55:-17:-28);left
548;Left;MNI(-25:-2:12);left
549;Right;MNI(17:5:22);right
550;Right;MNI(15:-28:12);right
551;Right;MNI(42:1:63);right
552;Left;MNI(-44:-67:41);left
553;Right;MNI(21:-63:27);right
554;Left;MNI(-24:-27:-3);left
555;Right;MNI(45:0:16);right
556;Right;MNI(25:-39:73);right
557;Left;MNI(-28:9:53);left
558;Left;MNI(-21:40:-16);left
559;Right;MNI(39:26:-16);right
560;Left;MNI(-57:-14:43);left
561;Left;MNI(-24:67:4);left
562;Right;MNI(13:3:48);right
563;Right;MNI(12:28:36);right
564;Left;MNI(-32:-79:8);left
565;Right;MNI(29:-60:45);right
566;Right;MNI(23:66:16);right
567;Left;MNI(-40:49:27);left
568;Right;MNI(6:-20:34);right
569;Right;MNI(39:0:-15);right
570;Left;MNI(-21:-36:-40);left
571;Left;MNI(-12:26:8);left
572;Right;MNI(39:-87:11);right
573;Left;MNI(-35:20:58);left
574;Left;MNI(-9:-78:11);left
575;Left;MNI(-43:2:-15);left
576;Left;MNI(-20:25:62);left
577;Left;MNI(-7:48:-1);left
578;Left;MNI(-6:-63:-17);left
579;Right;MNI(14:-96:-4);right
580;Right;MNI(12:-36:-39);right
581;Left;MNI(-45:6:-41);left
582;Right;MNI(55:-54:1);right
583;Right;MNI(3:-17:-26);right
584;Right;MNI(27:23:48);right
585;Left;MNI(-6:31:37);left
586;Left;MNI(-15:71:15);left
587;Right;MNI(12:-48:49);right
588;Right;MNI(36:42:-13);right
589;Right;MNI(45:-14:43);right
590;Right;MNI(36:0:-25);right
591;Left;MNI(-25:-84:-2);left
592;Right;MNI(36:-39:-8);right
593;Left;MNI(-60:-45:1);left
594;Left;MNI(-11:-43:75);left
595;Left;MNI(-4:43:40);left
596;Right;MNI(44:47:5);right
597;Left;MNI(-44:-38:44);left
598;Right;MNI(63:-51:23);right
599;Left;MNI(-4:40:-3);left
600;Left;MNI(-63:-22:17);left
601;Right;MNI(7:-41:27);right
602;Left;MNI(-9:5:17);left
603;Right;MNI(63:6:20);right
604;Left;MNI(-56:2:-9);left
605;Left;MNI(-51:8:43);left
606;Right;MNI(7:-15:-3);right
607;Left;MNI(-4:8:42);left
608;Right;MNI(26:6:-39);right
609;Left;MNI(-44:-45:27);left
610;Right;MNI(39:46:37);right
611;Left;MNI(-63:-21:-14);left
612;Left;MNI(-35:-52:-9);left
613;Right;MNI(66:-20:14);right
614;Left;MNI(-4:14:-16);left
615;Right;MNI(32:25:9);right
616;Left;MNI(-18:30:52);left
617;Left;MNI(-34:-35:58);left
618;Right;MNI(57:-66:22);right
619;Left;MNI(0:-68:30);left
620;Right;MNI(18:46:-18);right
621;Right;MNI(57:-35:51);right
622;Left;MNI(-41:-18:22);left
623;Right;MNI(4:-34:-27);right
624;Left;MNI(-18:-16:72);left
625;Right;MNI(53:15:-25);right
626;Right;MNI(10:-38:75);right
627;Right;MNI(40:-21:9);right
628;Left;MNI(-48:-5:54);left
629;Right;MNI(42:-75:-24);right
630;Left;MNI(-17:-93:-6);left
631;Right;MNI(12:51:20);right
632;Right;MNI(14:-5:69);right
633;Left;MNI(-3:-12:11);left
634;Right;MNI(21:-72:29);right
635;Left;MNI(-45:27:-4);left
636;Left;MNI(-5:31:-21);left
637;Right;MNI(7:29:63);right
638;Left;MNI(-20:48:32);left
639;Right;MNI(62:-34:-21);right
640;Right;MNI(15:-79:-17);right
641;Left;MNI(-3:-33:76);left
642;Right;MNI(48:-52:-29);right
643;Right;MNI(28:-63:60);right
644;Left;MNI(-33:24:2);left
645;Right;MNI(30:-1:6);right
646;Right;MNI(4:-91:4);right
647;Left;MNI(-43:-73:24);left
648;Right;MNI(54:25:29);right
649;Left;MNI(-7:57:-19);left
650;Right;MNI(45:-66:45);right
651;Right;MNI(24:12:61);right
652;Right;MNI(59:2:-30);right
653;Left;MNI(-9:54:45);left
654;Left;MNI(-42:-65:11);left
655;Left;MNI(-30:-14:3);left
656;Right;MNI(24:-13:-26);right
657;Left;MNI(-54:-55:31);left
658;Left;MNI(-2:-28:-4);left
659;Right;MNI(51:-40:17);right
660;Left;MNI(-14:13:-22);left
661;Right;MNI(66:-10:-5);right
662;Right;MNI(20:46:48);right
663;Right;MNI(47:-48:57);right
664;Left;MNI(-15:-71:-24);left
665;Left;MNI(-35:22:-30);left
666;Left;MNI(-63:-22:2);left
667;Right;MNI(37:38:33);right
668;Right;MNI(16:-9:20);right
669;Right;MNI(55:-27:-3);right
670;Right;MNI(5:30:21);right
671;Right;MNI(11:25:-2);right
672;Right;MNI(52:-39:28);right
673;Left;MNI(-38:3:18);left
674;Left;MNI(-55:-59:8);left
675;Right;MNI(46:19:-33);right
676;Left;MNI(-42:-17:60);left
677;Right;MNI(12:-61:43);right
678;Left;MNI(-48:-47:-24);left
679;Right;MNI(41:7:39);right
680;Right;MNI(63:-13:-26);right
681;Right;MNI(30:-7:-5);right
682;Left;MNI(-42:13:53);left
683;Right;MNI(9:8:71);right
684;Right;MNI(27:-94:-3);right
685;Right;MNI(19:-68:42);right
686;Right;MNI(45:-52:-6);right
687;Left;MNI(-4:41:-16);left
688;Right;MNI(32:10:12);right
689;Left;MNI(-51:24:27);left
690;Left;MNI(-5:-41:32);left
691;Left;MNI(-60:0:25);left
692;Right;MNI(30:37:-9);right
693;Right;MNI(58:-42:-6);right
694;Left;MNI(-8:-44:61);left
695;Left;MNI(0:-22:66);left
696;Left;MNI(-43:53:0);left
697;Left;MNI(-27:63:10);left
698;Right;MNI(53:-27:42);right
699;Left;MNI(-51:-42:-1);left
700;Left;MNI(-28:-31:-11);left
701;Right;MNI(9:42:8);right
702;Right;MNI(30:35:53);right
703;Right;MNI(32:-63:-8);right
704;Left;MNI(-49:-43:43);left
705;Left;MNI(-13:40:55);left
706;Left;MNI(-7:-47:-32);left
707;Right;MNI(36:-29:-26);right
708;Left;MNI(-44:-24:9);left
709;Left;MNI(-30:-79:32);left
710;Left;MNI(0:54:44);left
711;Left;MNI(-44:-54:54);left
712;Right;MNI(42:-10:6);right
713;Left;MNI(-3:-55:15);left
714;Left;MNI(-45:-3:-30);left
715;Right;MNI(48:-62:9);right
716;Right;MNI(38:-21:66);right
717;Left;MNI(-5:3:51);left
718;Right;MNI(2:1:35);right
719;Right;MNI(34:-83:13);right
720;Right;MNI(16:-21:-1);right
721;Right;MNI(38:-24:16);right
722;Left;MNI(-23:15:-36);left
723;Left;MNI(-37:36:-12);left
724;Right;MNI(34:20:59);right
725;Right;MNI(27:67:-5);right
726;Left;MNI(-33:1:49);left
727;Right;MNI(6:-30:49);right
728;Right;MNI(67:-26:17);right
729;Left;MNI(-33:54:-3);left
730;Right;MNI(9:36:60);right
731;Right;MNI(54:36:2);right
732;Left;MNI(-23:-50:69);left
733;Left;MNI(0:43:25);left
734;Left;MNI(-30:-51:-31);left
735;Left;MNI(-54:15:29);left
736;Left;MNI(-21:-84:-19);left
737;Right;MNI(32:-28:-19);right
738;Right;MNI(10:-77:42);right
739;Left;MNI(-49:12:-8);left
740;Right;MNI(53:3:50);right
741;Left;MNI(-5:-60:52);left
742;Left;MNI(-13:3:-5);left
743;Left;MNI(-19:-62:6);left
744;Left;MNI(-60:-5:-3);left
745;Right;MNI(55:-22:26);right
746;Right;MNI(14:21:59);right
747;Right;MNI(19:-22:16);right
748;Left;MNI(-2:-90:9);left
749;Left;MNI(-2:23:30);left
750;Right;MNI(22:18:-21);right
751;Right;MNI(11:60:-17);right
752;Right;MNI(29:-84:21);right
753;Left;MNI(-27:42:40);left
754;Right;MNI(66:-17:-2);right
755;Left;MNI(-22:67:-4);left
756;Left;MNI(-54:-42:-22);left
757;Right;MNI(11:-61:9);right
758;Left;MNI(-7:-21:-20);left
759;Right;MNI(56:-6:-36);right
